0.409603268572899,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.432770100740119,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.422212782340237,0,0,-0.00115240685648556,0,0,0,0,0,0,0,0
0,0,0,0.435734079703446,0,-0.00397982511419087,0,0,0,0,0,0,0,0
0,0,0,0,0.533011567132144,0,-0.0524370736696689,0,0,0,0,0,0,0.00828154863271253
0.00747371874862846,0,0,0,0,0.429306836045641,-0.0319963371224707,0,0,0,0,0.0120647308079421,0,0
0,0.00748702889089904,0,-0.00242878027693452,0,0,0.39674208275511,0,-0.0253844335104661,0,0,0,0.0142544094179693,0
0,0,0,0,0,0,0,0.403036955199811,0,0,0,0,0,0
0,0.000665173279877103,0,0,0,0,0,0,0.408637309072942,-0.0430856371551899,0.0328313453659786,0,0,-0.0326741425368457
0,0,0,0,0,-0.0528122237105478,0,0.012538136117848,0,0.4331294531351,0,0.0191878339347019,0,0.0173720096228543
0,0,0,0,0,0,0,0,0,0,0.444031543977687,0,0,-0.0095312144822809
0,0,-0.0295009508929954,0,0,-0.00278492265700227,0,0.104781143825462,0,0,0,0.497213393109318,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.510284906217678,0
0,0,0,0,-0.0144277242008498,0,0,0,0.0570457482083504,0,0,0.00919996224850362,0,0.421608917996015
