L_precuneus,L_supfrontal,L_angular,L_postcingulate,L_mPFC,L_midtemporal,L_antcingulate,R_precuneus,R_supfrontal,R_antcingulate,R_postcingulate,R_angular,R_mPFC,R_midtemporal
-0.637402,1.1206,0.533223,-0.636766,0.217354,-0.415893,-0.281844,0.495216,2.07644,0.790065,0.793274,0.628908,-0.0280776,-0.0858435
0.286572,0.377551,0.956304,-1.37237,-0.189343,0.100886,1.43085,0.576909,0.633156,0.721064,0.777333,1.21595,-0.162526,0.644024
0.486168,0.535188,1.34307,-0.672687,-1.15244,0.128775,1.13599,0.158481,0.0456348,0.406445,0.220134,2.22409,-0.0463033,1.09347
-0.572996,0.947799,0.761846,0.477464,-1.35855,-0.113803,-0.419827,-1.01726,0.460359,1.03658,0.122741,1.3251,1.05867,0.446565
-0.68517,0.114469,0.0158008,0.54112,-0.143457,-0.033136,-0.523669,-1.37535,-0.267767,1.51074,0.0856896,-0.22503,1.89832,-0.294075
-0.72145,-0.288544,0.211651,-0.245287,0.897432,-0.224702,0.36935,-1.03461,-0.985678,0.91295,-0.668899,0.689376,0.906919,-0.0404347
-1.78831,-0.231585,0.0712233,-1.27806,0.787736,-0.365595,0.198018,-1.04541,-0.815711,0.213503,-1.74189,1.98255,-0.693932,0.511096
-2.00357,-0.287816,-0.483206,-1.29176,-0.144502,-0.244148,-2.08149,-0.821278,-0.426217,-0.438837,-1.84948,1.48044,-1.96939,0.451402
-1.37349,-0.468339,-0.591438,-0.186906,-1.5544,-0.550112,-3.7979,-0.292925,-0.59283,-0.656165,-0.896732,0.0638552,-2.3964,-0.0342825
-0.191089,-0.873952,0.0553355,0.854081,-1.81872,-0.995188,-3.11717,0.684048,-1.01654,-0.298831,-0.197808,-0.349141,-1.1293,-0.290435
0.478154,0.331535,0.813686,1.05379,-1.34243,-1.04674,-1.82667,1.02564,0.160877,-0.634167,0.724547,0.851453,-0.301028,-0.436689
0.0363268,2.07174,0.565565,0.984003,-1.9038,-0.760187,0.0287245,0.165245,1.84614,-1.20393,2.08498,1.67852,-0.887279,-0.75641
0.966772,1.64403,0.388618,1.8768,-2.03807,-0.481758,2.2745,0.153158,1.66915,-1.85479,2.96198,1.38356,-0.646518,-0.811847
1.42484,0.350558,-0.151907,2.63647,-1.31612,-0.455533,2.2628,-0.111439,0.663353,-2.43031,3.6862,0.649311,0.325437,-0.570405
0.533089,-0.079302,-1.4812,2.2354,-0.453423,-0.0135619,1.27461,-0.833175,0.108016,-1.03768,4.22491,0.0265798,0.349787,-0.140547
0.594698,0.460627,-1.59321,1.93448,0.411097,0.825773,1.98056,-0.074691,0.169184,1.14235,3.62744,-0.5079,-0.326792,0.812675
0.914799,0.19995,-0.433609,1.81877,0.951344,1.32123,3.35723,1.08243,-0.351544,1.93862,1.90505,-1.34615,0.229034,1.95619
1.11815,-1.11556,0.86697,1.07152,1.26496,1.39933,3.52963,1.55343,-1.36165,1.517,0.560884,-1.59432,1.30682,2.20508
1.79413,-1.11032,1.5399,-0.00243841,1.51642,0.953713,2.05348,1.43218,-1.14349,0.86423,-0.0658347,-1.66662,0.964229,1.23647
1.52873,-0.121218,0.738584,-0.876148,1.63714,0.135405,0.229822,-0.265289,-0.608607,0.37985,-1.86584,-2.94568,0.321863,-0.15023
-0.599839,0.292623,-0.993603,-1.56695,2.13617,-0.200342,0.212563,-3.36035,-0.593986,0.49954,-4.58795,-3.60576,0.806705,-0.899951
-2.57689,1.12398,-1.89274,-1.58787,2.56985,-0.254839,1.70731,-5.12023,0.428113,1.40838,-4.90286,-1.81825,0.675661,-0.80901
-2.83713,2.36683,-1.74821,-1.10958,1.55836,-0.663968,1.38495,-3.92965,2.30474,1.33209,-2.99737,0.052829,-1.10903,-0.516034
-1.26362,1.29323,-1.10524,-0.835168,0.41284,-0.590435,-0.474251,-0.526181,1.91743,0.369118,-1.1071,0.125406,-1.56957,-0.424468
-0.71005,-1.30294,-0.579763,-0.677558,-0.45736,0.0557492,-2.25882,1.46311,-0.503162,-0.492289,0.482591,-0.575625,-0.815623,-0.50677
-1.75461,-2.00205,-0.388205,-1.22048,-1.59971,0.399134,-4.22851,0.674175,-1.80991,-1.80875,0.604367,-0.777659,-1.31152,-0.427624
-0.955076,-0.337751,0.400011,-1.5965,-1.75716,0.12845,-4.39975,-0.307501,-1.07745,-2.62822,-0.355478,-0.396654,-2.22201,-0.480978
-0.467698,0.672835,0.609335,-1.43502,-1.44986,-0.560432,-2.49498,-1.61677,0.0886422,-1.65128,-0.788307,-0.525633,-2.61943,-1.1981
-0.884779,-0.386744,0.127487,-0.747893,-1.5283,-0.737173,0.0170241,-2.31959,0.135053,-0.103983,-0.239263,-0.0652767,-2.69363,-1.65021
-0.208433,-0.548962,0.517277,0.847819,-1.61466,-0.419185,1.40748,-1.425,0.373272,-0.163537,0.140962,1.72863,-2.45067,-1.15869
0.337892,0.214747,0.856894,0.85216,-1.85546,-0.222109,0.664256,-0.434294,1.19338,-1.5404,-0.0853351,2.42553,-1.69644,-0.586969
1.71867,0.187779,1.3862,-0.431064,-1.32197,-0.0134459,0.245928,1.13759,1.34309,-2.14486,0.407667,1.96973,-0.14351,-0.0764468
3.19084,-0.392342,1.96212,-0.878997,0.483168,0.550799,0.785363,2.74235,0.507976,-0.538441,0.913147,1.45521,1.79571,0.852186
3.35309,-1.14513,1.57105,-0.598778,2.10421,1.63192,0.844728,3.71754,-0.719128,1.9125,0.672766,0.701928,3.00612,1.67298
3.60707,-0.499514,1.19886,0.196668,2.74393,2.01038,0.824049,4.47125,-0.786441,2.41547,-0.0455367,-0.0968931,2.91193,1.48228
2.76555,0.319737,-0.0775838,0.536014,2.51443,0.89883,0.777232,3.27745,-0.600446,1.29666,-0.601358,-1.49907,2.31916,0.315139
0.444503,-0.747805,-2.2835,-0.0195332,1.49766,-0.456939,-0.171335,0.671147,-1.46505,0.351923,-0.574132,-2.99132,1.47175,-1.13155
