L_precuneus,L_supfrontal,L_angular,L_postcingulate,L_mPFC,L_midtemporal,L_antcingulate,R_precuneus,R_supfrontal,R_antcingulate,R_postcingulate,R_angular,R_mPFC,R_midtemporal
-0.269874,0.707325,0.787995,-2.52685,0.292831,-0.732312,1.42482,-1.22881,0.0894173,-1.45726,-0.366161,-0.27659,0.0815372,-0.972458
-0.0408321,0.176967,0.00928477,-3.71759,0.321772,-0.324809,0.755774,-0.2336,-0.13253,-0.684382,-1.27452,-0.0840425,0.717018,0.372793
0.0235164,0.0308559,-0.423853,-1.65996,0.360171,0.127326,1.46851,0.61503,0.32205,1.32169,0.189353,0.475184,1.04878,1.49396
0.0233386,0.338317,-0.534037,1.16116,0.225641,0.152369,2.28535,0.697993,0.723957,2.26803,1.34499,0.27722,0.964883,1.12803
0.473834,0.1995,-0.854764,3.00431,0.579935,-0.0458876,1.2316,0.682251,0.50524,1.76466,0.75586,-0.735955,0.798585,0.250315
1.50598,0.0144012,-0.964379,3.63551,0.999731,0.0772547,-0.0363985,0.575666,0.398961,1.21825,0.152278,-1.35973,0.758169,-0.449542
1.56777,0.201517,-1.01946,2.36659,-0.0301212,0.0990217,0.37157,0.0669371,0.395113,1.22098,1.05078,-1.16612,0.359462,-1.17432
0.439851,0.633755,-0.94776,0.993472,-1.37214,-0.0927937,1.71644,-0.261586,0.359345,1.37501,2.25138,-0.436034,-0.209293,-1.46403
-0.350067,0.671351,-0.375668,-0.306284,-1.22052,0.0166855,1.86277,-0.0858217,0.265408,0.761811,0.758079,0.218001,-0.554268,-1.00931
-1.4656,0.20237,0.105988,-1.25445,-0.872925,0.158354,0.27198,0.0549927,0.17541,-0.137215,-1.36263,0.78156,-0.931998,-0.262738
-2.65513,-0.276365,-0.000150064,0.0267156,-1.19694,0.0461177,-2.39242,-0.0155217,0.0374828,-0.843217,-0.858608,0.970769,-1.29744,0.163931
-1.49028,-0.537686,-0.0790715,1.73399,-1.07935,-0.21747,-4.06036,0.0289198,-0.38458,-1.35443,0.910696,0.384468,-1.05965,0.160037
0.671076,-0.659355,-0.109519,1.32191,-0.536781,-0.581487,-3.24306,-0.295948,-0.887461,-1.13516,1.14734,-0.617801,-0.369865,-0.0865941
1.65263,-0.395525,-0.154356,0.181762,0.367245,-0.769092,-1.90529,-0.866353,-0.756096,-0.796996,-0.436986,-1.4134,-0.19365,-0.179862
1.56335,0.177397,0.229559,-0.764593,1.09261,-0.642842,-2.29537,-1.01016,-0.234877,-1.10146,-1.75563,-1.58578,-0.82657,-0.20427
1.21736,0.420548,0.963648,-0.48297,1.06044,-0.479458,-2.87612,-0.598661,-0.0701007,-1.41386,-0.543047,-0.708102,-1.63643,-0.293424
0.276111,0.391053,1.02048,0.729543,0.611559,-0.411943,-1.21369,-0.147792,-0.0137343,-0.69214,1.85275,0.824388,-1.8097,-0.312654
-1.61459,-0.0542713,0.401701,0.318546,-0.16293,-0.262997,0.341744,-0.61899,-0.157001,-0.299095,1.88362,1.31114,-1.68683,-0.568874
-2.79249,-0.425836,0.214264,-1.51454,-0.547588,0.236904,-0.479238,-1.52438,-0.376526,-1.17763,-0.598995,0.601111,-1.36694,-0.506133
-2.66686,-0.132396,0.279026,-3.06076,-0.325677,0.864682,-1.94711,-1.94471,-0.180308,-1.97838,-3.68249,-0.288631,-0.759462,0.128326
-1.94049,-0.0483522,0.387994,-2.7764,-0.017265,1.15221,-2.44924,-1.5798,-0.0149943,-1.96347,-4.54672,-0.619328,-0.659777,0.580656
-1.44294,-0.49553,-0.00575513,-1.40791,-0.245492,0.946793,-1.39323,-0.799734,-0.254058,-1.0996,-2.24875,-0.386414,-0.86926,0.464052
-0.821977,-0.968162,-0.808128,-0.934921,-0.701477,0.292811,0.589921,0.128678,-0.328847,0.0883502,0.12121,0.110325,-0.480395,-0.0352535
0.335108,-1.04062,-0.882136,-1.46658,-0.281966,-0.230415,2.09753,0.892127,-0.0856458,0.770259,0.616558,0.534858,0.529185,-0.312081
1.59869,-0.79543,-0.460372,-1.27266,0.203098,-0.26643,2.33151,1.23302,-0.234764,0.636461,0.709626,0.654489,1.45939,-0.0464734
1.41018,-0.277973,-0.382989,-0.993707,-0.625084,-0.407337,1.85438,1.01117,-0.418257,0.232558,0.188654,0.758682,1.71292,-0.223774
-0.802692,0.381988,-0.690488,-1.53921,-1.64901,-0.306729,0.807366,-0.177248,-0.0789009,-0.421453,-1.49259,0.346202,1.20358,-0.884801
-1.5538,0.321142,-0.322647,-0.983006,-0.839332,0.380653,-0.645761,-0.662748,0.0560456,-1.04696,-1.16489,0.0939483,0.640108,-0.395681
-0.772075,-0.348369,0.428283,-0.660188,0.721975,0.554366,-1.2184,-0.022549,-0.342953,-1.13857,0.575917,0.335635,0.130921,0.475119
0.0973941,-0.247339,1.08741,-0.282,1.35678,0.588351,0.37897,0.47135,-0.350294,-0.816723,0.806256,0.598513,0.244887,1.00819
1.92351,0.536584,1.47459,0.723908,1.59783,0.890742,3.694,1.29767,0.351718,0.741054,0.226859,1.32185,1.25018,1.70987
2.75939,0.809257,0.636504,-0.231734,1.75685,0.699876,5.35716,1.67968,1.00967,2.73456,0.116484,1.30775,1.57285,1.66133
2.00842,0.669601,-0.289204,-0.679706,1.72899,0.694488,4.24931,0.832182,1.22142,3.18344,0.665107,0.420055,1.35488,1.1419
1.25256,0.386298,-0.493376,1.89569,1.37088,0.988734,1.83481,0.0215724,0.898408,2.51949,1.42188,-0.369533,0.922781,0.743692
