0.00031942079125448,0.666581599176364,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00265348372471755,0,0.689060456331121,0,0,0,0,0,0,0,0,0,0,0,0.0163869220584085
-0.00368069151363619,0,0,0.712532037766506,0,0,0,0,0,0,0,0,0,0,0
-0.00189692327440927,0,0,0,0.582571973068124,0,0,0.0271345108464288,0,0,0,0,0,0.00464551564103595,0
0.00090809789708963,0,0,0,0,0.69743963933052,0,0,0,0,0,0,0,0,0
-0.00457798467373384,0.0354736863007759,0,0,0,0,0.669344306475925,0,0,0,0,0,0,0.0400648640653375,0
0.00164781321714515,0,0,0.0190095654454114,0,0,0,0.604254381221619,0.0388192420504506,0,0.0240619724599364,0,0,0,0
-0.00196749411693837,0,0,0,0,0,0,0,0.688110428679817,0,0,0,0,0,0
-0.00386259251077256,0,0,0,0,0,0,0,0,0.682545830107241,0.0143968172286376,0,0.0436719621993757,0,0
-0.00380852554330587,0,0,0,0,0,0,0,0,0,0.75214170437826,0,0,0,0
-0.000952697379854143,0,0,0,0,0,0,0,0,0.000551649961470127,0,0.654437239963796,0,0,0
-0.00169641256103402,0,0,0,0,0,0,0,0,0,0,0,0.718173428942805,0,0
-0.00312224538582613,0,0,0,-0.0346799604748542,0,0,0.0291075935275517,0,0,0,0,0,0.656852816553856,0
-0.00322641000297626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703305518884023
