0,0,0.0447995151031756,0,0,0,0,0.354294312496915,0,0,0.0193564701027411,0.106325889919802,0,0
0,0,0.0600446161026923,0,0,0.0631415094783301,0,0,0.164570194112321,0,0,0,0,0
0.0447995151031756,0.0600446161026923,0,0,0.11892470511888,0.2301402630535,0,0,0,0,0,0.111166230344588,0.0613793681119056,0
0,0,0,0,0,0,0,0,0,0,0.458887205016705,0,0,0
0,0,0.11892470511888,0,0,0.103314538546424,0,0,0,0,0,0,0.294794280275399,0
0,0.0631415094783301,0.2301402630535,0,0.103314538546424,0,0,0,0,0.0424805906143219,0,0,0.142257024232501,0.134481128570114
0,0,0,0,0,0,0,0,0,0.0141835020661197,0,0,0,0
0.354294312496915,0,0,0,0,0,0,0,0,0,0,0.0272928964642794,0,0.0210444554275921
0,0.164570194112321,0,0,0,0,0,0,0,0.105471711643775,0.0112259440262221,0.176524682353346,0,0.0698760331949245
0,0,0,0,0,0.0424805906143219,0.0141835020661197,0,0.105471711643775,0,0,0,0.0275932021013333,0.00295823833482427
0.0193564701027411,0,0,0.458887205016705,0,0,0,0,0.0112259440262221,0,0,0,0,0.0567404681695823
0.106325889919802,0,0.111166230344588,0,0,0,0,0.0272928964642794,0.176524682353346,0,0,0,0,0.200474517280916
0,0,0.0613793681119056,0,0.294794280275399,0.142257024232501,0,0,0,0.0275932021013333,0,0,0,0.0576790719954712
0,0,0,0,0,0.134481128570114,0,0.0210444554275921,0.0698760331949245,0.00295823833482427,0.0567404681695823,0.200474517280916,0.0576790719954712,0
