"file","lhs","op","rhs","beta","se","z","pval","level","sub_membership"
"sub_1002_ses_1_gordon","L_mPFC","~","R_angular",0.197070293034702,0.0260769562825445,7.55725825128669,4.10782519111308e-14,"ind",1
"sub_1002_ses_1_gordon","L_antcingulate","~","L_supfrontal",0.269729563437967,0.0357018538979832,7.55505762274165,4.19664303308309e-14,"ind",1
"sub_1002_ses_1_gordon","R_angular","~","R_antcingulatelag",-0.448622676484228,0.0509100845979344,-8.81205914363046,0,"ind",1
"sub_1002_ses_1_gordon","R_precuneus","~","R_mPFC",0.266957735122521,0.0328679504735994,8.12212904290913,4.44089209850063e-16,"ind",1
"sub_1002_ses_1_gordon","L_precuneus","~","R_angular",-0.182133780712505,0.032472587415487,-5.60884719108156,2.03678758303738e-08,"ind",1
"sub_1002_ses_1_gordon","R_midtemporal","~","R_supfrontal",0.342564806572556,0.0365882445871456,9.36270133858535,0,"ind",1
"sub_1002_ses_1_gordon","R_midtemporal","~","R_supfrontallag",-0.273300603997801,0.0386978948914389,-7.06241527515914,1.63624669369256e-12,"ind",1
"sub_1002_ses_1_gordon","L_mPFC","~","R_mPFC",0.170414285641322,0.0267443175060855,6.3719810985098,1.86601845086898e-10,"ind",1
"sub_1002_ses_1_gordon","L_supfrontal","~","L_angular",0.214327584023182,0.0392033525488944,5.46707284168804,4.57528070985092e-08,"ind",1
"sub_1002_ses_1_gordon","L_precuneus","~","L_midtemporal",0.202104750387621,0.0284295884907547,7.10895799470841,1.16928688953521e-12,"ind",1
"sub_1002_ses_1_gordon","R_supfrontal","~","R_angular",0.222371571232085,0.0330452014068662,6.72931505225689,1.70463643200947e-11,"ind",1
"sub_1002_ses_1_gordon","R_antcingulate","~","R_mPFC",-0.445958490404309,0.104087163540048,-4.28447154516535,1.83174049099843e-05,"ind",1
"sub_1002_ses_1_gordon","L_antcingulate","~","L_supfrontallag",-0.12883310223531,0.0364669330015637,-3.53287462452041,0.000411067365277518,"ind",1
"sub_1002_ses_1_gordon","L_postcingulate","~","R_mPFC",-0.204516465598048,0.0325621232158773,-6.28080866355563,3.36816352586311e-10,"ind",1
"sub_1002_ses_1_gordon","L_postcingulate","~","L_supfrontal",0.348598409495058,0.0473848161673688,7.35675344320777,1.88515869581352e-13,"ind",1
"sub_1002_ses_1_gordon","L_antcingulate","~","L_postcingulate",0.126524560965933,0.023951475720478,5.28253717818971,1.27406969196997e-07,"ind",1
"sub_1002_ses_1_gordon","R_midtemporal","~","L_mPFC",0.226516267971489,0.0445535464840024,5.0841355143933,3.69304206992993e-07,"ind",1
"sub_1002_ses_1_gordon","L_angular","~","L_antcingulate",0.324852426147192,0.0415307615420471,7.8219713312577,5.10702591327572e-15,"ind",1
"sub_1002_ses_1_gordon","L_angular","~","L_antcingulatelag",-0.210956507311287,0.0398160763221672,-5.298274636716,1.16902044933198e-07,"ind",1
"sub_1002_ses_1_gordon","L_angular","~","R_supfrontal",-0.125143417034663,0.0278273765514821,-4.49713313086274,6.8875864234208e-06,"ind",1
"sub_1002_ses_1_gordon","L_precuneus","~","R_midtemporal",-0.135043263285862,0.0325501465350894,-4.14877589384381,3.34257835021834e-05,"ind",1
"sub_1002_ses_1_gordon","R_supfrontal","~","L_mPFClag",-0.143610401678668,0.0345778645550381,-4.15324669486404,3.27791026291102e-05,"ind",1
"sub_1002_ses_1_gordon","L_postcingulate","~","L_supfrontallag",-0.203092681389648,0.0482585811307137,-4.20842628670639,2.57155389611352e-05,"ind",1
"sub_1002_ses_1_gordon","L_antcingulate","~","R_angular",-0.213898344477606,0.0332288837058392,-6.43712098098615,1.217608236459e-10,"ind",1
"sub_1002_ses_1_gordon","L_antcingulate","~","L_midtemporal",0.32700847854445,0.0410148841715485,7.9729221513026,1.55431223447522e-15,"ind",1
"sub_1002_ses_1_gordon","L_antcingulate","~","L_midtemporallag",-0.223514179299654,0.0376549521629293,-5.93585083663179,2.92325497142087e-09,"ind",1
"sub_1003_ses_1_gordon","L_precuneus","~","L_precuneuslag",0.861923287084304,0.0336187020134437,25.6382083621084,0,"group",2
"sub_1003_ses_1_gordon","L_supfrontal","~","L_supfrontallag",0.723932558303637,0.0272388697083436,26.5771878956449,0,"group",2
"sub_1003_ses_1_gordon","L_angular","~","L_angularlag",0.66439760720931,0.0296746949055054,22.3893660684628,0,"group",2
"sub_1003_ses_1_gordon","L_postcingulate","~","L_postcingulatelag",0.741116588708234,0.0395797288234799,18.7246504899898,0,"group",2
"sub_1003_ses_1_gordon","L_mPFC","~","L_mPFClag",0.739333229418789,0.039301477684027,18.8118430396644,0,"group",2
"sub_1003_ses_1_gordon","L_midtemporal","~","L_midtemporallag",0.741261844040174,0.0349586310229633,21.2039723052445,0,"group",2
"sub_1003_ses_1_gordon","L_antcingulate","~","L_antcingulatelag",0.72859214056335,0.033658465082543,21.6466240744066,0,"group",2
"sub_1003_ses_1_gordon","R_precuneus","~","R_precuneuslag",0.833542649763314,0.0282189777388347,29.5383715695768,0,"group",2
"sub_1003_ses_1_gordon","R_supfrontal","~","R_supfrontallag",0.748266788793576,0.0367808561874772,20.3439198092495,0,"group",2
"sub_1003_ses_1_gordon","R_antcingulate","~","R_antcingulatelag",0.759124706609012,0.0267605379529275,28.3673186220819,0,"group",2
"sub_1003_ses_1_gordon","R_postcingulate","~","R_postcingulatelag",0.584301150278728,0.0317688637947584,18.3922583462092,0,"group",2
"sub_1003_ses_1_gordon","R_angular","~","R_angularlag",0.793228532775647,0.0214432497168092,36.9919925035355,0,"group",2
"sub_1003_ses_1_gordon","R_mPFC","~","R_mPFClag",0.774120020610138,0.0264664374096397,29.2491206363946,0,"group",2
"sub_1003_ses_1_gordon","R_midtemporal","~","R_midtemporallag",0.788732723291447,0.0371793095739632,21.2142918286949,0,"group",2
"sub_1003_ses_1_gordon","L_precuneus","~","R_precuneus",0.797719304703687,0.0376864491813666,21.1672715798894,0,"group",2
"sub_1003_ses_1_gordon","L_precuneus","~","R_precuneuslag",-0.687262148020909,0.047801810672489,-14.3773245898495,0,"group",2
"sub_1003_ses_1_gordon","L_antcingulate","~","R_antcingulate",0.580504475576331,0.0336433918910493,17.2546358421956,0,"group",2
"sub_1003_ses_1_gordon","R_supfrontal","~","L_supfrontal",0.870829702945721,0.0339410423695778,25.6571290139948,0,"group",2
"sub_1003_ses_1_gordon","R_supfrontal","~","L_supfrontallag",-0.701522859534257,0.0471962710703965,-14.8639467403661,0,"group",2
"sub_1003_ses_1_gordon","L_antcingulate","~","R_antcingulatelag",-0.325250344317577,0.0401544736701302,-8.09997777556532,4.44089209850063e-16,"group",2
"sub_1003_ses_1_gordon","L_midtemporal","~","R_midtemporal",0.731028375510462,0.0513237475813987,14.2434722708248,0,"group",2
"sub_1003_ses_1_gordon","L_midtemporal","~","R_midtemporallag",-0.519730686303794,0.0541372530045689,-9.60024119177108,0,"group",2
"sub_1003_ses_1_gordon","L_angular","~","R_angular",0.382961487776677,0.0525159269407529,7.29229226418729,3.04645197957143e-13,"group",2
"sub_1003_ses_1_gordon","L_angular","~","R_angularlag",-0.215625012757556,0.0538612446127081,-4.00334255749228,6.24537692759386e-05,"group",2
"sub_1003_ses_1_gordon","R_midtemporal","~","R_mPFC",0.448409416874712,0.0599117374312528,7.4845003016187,7.17204073907851e-14,"group",2
"sub_1003_ses_1_gordon","R_midtemporal","~","R_mPFClag",-0.309179214062694,0.0619793551215048,-4.98842257162206,6.08743001118128e-07,"group",2
"sub_1003_ses_1_gordon","L_postcingulate","~","R_postcingulate",0.842618372824012,0.0264740026351743,31.8281441773554,0,"group",2
"sub_1003_ses_1_gordon","L_postcingulate","~","R_postcingulatelag",-0.562026135458775,0.0461319479918369,-12.1830132895803,0,"group",2
"sub_1003_ses_1_gordon","R_precuneus","~","R_angular",-0.0476869512200214,0.0493006722392665,-0.967267768451242,0.333410192025945,"group",2
"sub_1003_ses_1_gordon","L_mPFC","~","L_precuneus",0.052625169137493,0.056957104703284,0.923943894473604,0.355515527836261,"group",2
"sub_1003_ses_1_gordon","R_mPFC","~","R_antcingulate",0.418218659505408,0.0516758255235333,8.09312004730241,6.66133814775094e-16,"group",2
"sub_1003_ses_1_gordon","L_mPFC","~","L_precuneuslag",-0.0765593668747033,0.0563814941762148,-1.35788112736822,0.174501406778345,"group",2
"sub_1003_ses_1_gordon","R_mPFC","~","R_antcingulatelag",-0.426751962785279,0.0539616672054847,-7.90842805431155,2.66453525910038e-15,"group",2
"sub_1003_ses_1_gordon","L_precuneus","~","L_angular",0.173749130588906,0.0300727526888575,5.77762642437729,7.57617923952125e-09,"group",2
"sub_1003_ses_1_gordon","R_precuneus","~","R_angularlag",-0.0875782336040639,0.0490633257756954,-1.78500401714406,0.0742606652890085,"group",2
"sub_1003_ses_1_gordon","R_precuneus","~","R_postcingulate",0.296072660172519,0.042662893348694,6.9398167103353,3.9261927042844e-12,"group",2
"sub_1003_ses_1_gordon","L_precuneus","~","L_angularlag",-0.154222862483353,0.0295514583064247,-5.21879025001699,1.80095576229888e-07,"group",2
"sub_1003_ses_1_gordon","R_midtemporal","~","R_precuneus",0.624642591167762,0.07727962093861,8.08288891147604,6.66133814775094e-16,"group",2
"sub_1003_ses_1_gordon","R_midtemporal","~","R_precuneuslag",-0.362332294655801,0.0757245115826569,-4.78487463415724,1.71094090029023e-06,"group",2
"sub_1003_ses_1_gordon","R_postcingulate","~","R_antcingulatelag",0.411605186370049,0.0456334284230937,9.01981728293175,0,"ind",2
"sub_1003_ses_1_gordon","L_antcingulate","~","L_precuneus",0.248588208896775,0.0354926313149898,7.00393855531885,2.48867593199975e-12,"ind",2
"sub_1003_ses_1_gordon","L_mPFC","~","L_antcingulate",0.593711344942094,0.0540008922880815,10.9944728649073,0,"ind",2
"sub_1003_ses_1_gordon","L_mPFC","~","R_midtemporal",0.516955422574936,0.0642158603517931,8.0502763607449,8.88178419700125e-16,"ind",2
"sub_1003_ses_1_gordon","R_postcingulate","~","R_angular",0.238985505484899,0.0336380280293214,7.10462293677208,1.20659038316262e-12,"ind",2
"sub_1003_ses_1_gordon","R_precuneus","~","L_postcingulatelag",-0.219786181595892,0.0380948338021049,-5.76944849628792,7.95313792600894e-09,"ind",2
"sub_1003_ses_1_gordon","R_postcingulate","~","R_midtemporal",-0.257174400618204,0.0339172854182219,-7.58239928246255,3.39728245535298e-14,"ind",2
"sub_1003_ses_1_gordon","R_mPFC","~","R_postcingulatelag",0.195719888296298,0.0356401262627377,5.49155990227022,3.98399149226236e-08,"ind",2
"sub_1003_ses_1_gordon","L_mPFC","~","L_antcingulatelag",-0.403396467230814,0.060841268175737,-6.63030997423694,3.3498315232805e-11,"ind",2
"sub_1003_ses_1_gordon","L_angular","~","L_supfrontal",0.192557324039818,0.0329476682359555,5.84433844182278,5.08585351610691e-09,"ind",2
"sub_1003_ses_1_gordon","L_antcingulate","~","L_midtemporallag",-0.245424678264027,0.0363402131198612,-6.75352886496676,1.44291245618433e-11,"ind",2
"sub_1003_ses_1_gordon","R_antcingulate","~","L_postcingulatelag",-0.165545108574872,0.0390068295018249,-4.24400318326633,2.19567234522877e-05,"ind",2
"sub_1003_ses_1_gordon","R_postcingulate","~","L_precuneus",0.193739181141645,0.0373588778736479,5.18589401418569,2.14981050072893e-07,"ind",2
"sub_1003_ses_1_gordon","R_postcingulate","~","L_antcingulatelag",-0.214274526035124,0.0481598000739129,-4.44924035619475,8.6174536211292e-06,"ind",2
"sub_1003_ses_1_gordon","R_supfrontal","~","L_antcingulate",-0.349746505516966,0.0481840902094646,-7.25854745822858,3.91242593877905e-13,"ind",2
"sub_1003_ses_1_gordon","R_supfrontal","~","L_antcingulatelag",0.204179898250529,0.0387958605022962,5.26293000353593,1.41777566797785e-07,"ind",2
"sub_1003_ses_1_gordon","L_midtemporal","~","R_angular",-0.129819176654917,0.0311964120219166,-4.16134959891268,3.16372328768022e-05,"ind",2
"sub_1003_ses_1_gordon","R_supfrontal","~","R_antcingulate",0.132227867889161,0.0327811653732464,4.03365366617125,5.49162398357783e-05,"ind",2
"sub_1003_ses_1_gordon","L_mPFC","~","R_angular",-0.130737671193293,0.0286263417810321,-4.56704081133832,4.94657731442416e-06,"ind",2
"sub_1003_ses_1_gordon","R_midtemporal","~","L_mPFC",-0.525936918474764,0.101735204829105,-5.16966490958793,2.34514112795736e-07,"ind",2
"sub_1003_ses_1_gordon","L_antcingulate","~","L_midtemporal",0.21758106767927,0.0382337785185282,5.69080734654122,1.26440102832248e-08,"ind",2
"sub_1003_ses_1_gordon","L_antcingulate","~","R_precuneus",-0.137360142970989,0.0349866838568563,-3.92606923059586,8.63453131560998e-05,"ind",2
"sub_1003_ses_1_gordon","L_angular","~","L_midtemporal",0.191575710152322,0.035461633021326,5.40233750761313,6.57780354629267e-08,"ind",2
"sub_1003_ses_1_gordon","L_angular","~","R_mPFC",-0.166651831870788,0.0360642330222057,-4.62097257879229,3.81945261307415e-06,"ind",2
"sub_1003_ses_1_gordon","L_mPFC","~","R_midtemporallag",-0.272054615936132,0.0578393227315575,-4.70362727445452,2.55579647090443e-06,"ind",2
"sub_1003_ses_1_gordon","R_midtemporal","~","L_mPFClag",0.371529000433376,0.0949492907018906,3.91292023022957,9.11866633983571e-05,"ind",2
"sub_1003_ses_1_gordon","R_midtemporal","~","R_supfrontallag",0.129200973309915,0.0352452320344236,3.6657716761157,0.000246593867318845,"ind",2
"sub_1003_ses_1_gordon","L_supfrontal","~","R_postcingulatelag",0.14235341576971,0.0383265337905607,3.71422619503279,0.00020382642185357,"ind",2
"sub_1003_ses_1_gordon","R_precuneus","~","R_mPFC",0.128862182450299,0.0310698775484992,4.14749566518725,3.36131832059383e-05,"ind",2
"sub_1003_ses_1_gordon","R_precuneus","~","L_mPFClag",-0.144000750089335,0.0353917336312957,-4.06876791031226,4.72623958513996e-05,"ind",2
"sub_1004_ses_1_gordon","L_precuneus","~","L_precuneuslag",0.784176994132683,0.0444888048810808,17.6263892956621,0,"group",3
"sub_1004_ses_1_gordon","L_supfrontal","~","L_supfrontallag",0.766920126499921,0.0272193822543324,28.1755154960526,0,"group",3
"sub_1004_ses_1_gordon","L_angular","~","L_angularlag",0.724120880857402,0.0299373155168706,24.1879029016258,0,"group",3
"sub_1004_ses_1_gordon","L_postcingulate","~","L_postcingulatelag",0.693711255617816,0.0391546934393946,17.717192874759,0,"group",3
"sub_1004_ses_1_gordon","L_mPFC","~","L_mPFClag",0.777273747217026,0.0256040118817683,30.357498301682,0,"group",3
"sub_1004_ses_1_gordon","L_midtemporal","~","L_midtemporallag",0.743719277131977,0.0372406481005578,19.9706319590297,0,"group",3
"sub_1004_ses_1_gordon","L_antcingulate","~","L_antcingulatelag",0.768556596074149,0.0413132891904901,18.6031325787312,0,"group",3
"sub_1004_ses_1_gordon","R_precuneus","~","R_precuneuslag",0.709626367098878,0.0367767130056717,19.2955353837478,0,"group",3
"sub_1004_ses_1_gordon","R_supfrontal","~","R_supfrontallag",0.72165404397283,0.0437621799669636,16.4903586731194,0,"group",3
"sub_1004_ses_1_gordon","R_antcingulate","~","R_antcingulatelag",0.932721899855598,0.0417580052295839,22.3363614887141,0,"group",3
"sub_1004_ses_1_gordon","R_postcingulate","~","R_postcingulatelag",0.716770287923654,0.0271874287930121,26.3640336635248,0,"group",3
"sub_1004_ses_1_gordon","R_angular","~","R_angularlag",0.748951514549574,0.0286807892164152,26.1133509576131,0,"group",3
"sub_1004_ses_1_gordon","R_mPFC","~","R_mPFClag",0.796118779703152,0.0282544983999393,28.1767090122847,0,"group",3
"sub_1004_ses_1_gordon","R_midtemporal","~","R_midtemporallag",0.716531206352402,0.0341078379038633,21.0078166892907,0,"group",3
"sub_1004_ses_1_gordon","L_precuneus","~","R_precuneus",0.729149912164881,0.0272398103859308,26.7678042480605,0,"group",3
"sub_1004_ses_1_gordon","L_precuneus","~","R_precuneuslag",-0.561072911116058,0.0419343715704341,-13.3797858440221,0,"group",3
"sub_1004_ses_1_gordon","L_antcingulate","~","R_antcingulate",0.972065210307233,0.0692860274235969,14.0297437514245,0,"group",3
"sub_1004_ses_1_gordon","R_supfrontal","~","L_supfrontal",1.03407409336727,0.034699698193438,29.8006653430438,0,"group",3
"sub_1004_ses_1_gordon","R_supfrontal","~","L_supfrontallag",-0.764861834320177,0.0581141801316949,-13.1613632436506,0,"group",3
"sub_1004_ses_1_gordon","L_antcingulate","~","R_antcingulatelag",-0.722784825961598,0.0702264270656898,-10.2922056006851,0,"group",3
"sub_1004_ses_1_gordon","L_midtemporal","~","R_midtemporal",0.348466341114276,0.0528953163379005,6.58784870267603,4.46245262963885e-11,"group",3
"sub_1004_ses_1_gordon","L_midtemporal","~","R_midtemporallag",-0.316225148270467,0.0534755959450039,-5.91344785751773,3.35019612052179e-09,"group",3
"sub_1004_ses_1_gordon","L_angular","~","R_angular",0.434268362752293,0.0609274177973306,7.12763446166136,1.02118313805022e-12,"group",3
"sub_1004_ses_1_gordon","L_angular","~","R_angularlag",-0.349073641682114,0.0585352043469652,-5.96348207162638,2.46918552271325e-09,"group",3
"sub_1004_ses_1_gordon","R_midtemporal","~","R_mPFC",0.365272238244497,0.0668063937562097,5.46762394595719,4.56108260049604e-08,"group",3
"sub_1004_ses_1_gordon","R_midtemporal","~","R_mPFClag",-0.237104156741003,0.0688815103667538,-3.4422032193917,0.000576996608141922,"group",3
"sub_1004_ses_1_gordon","L_postcingulate","~","R_postcingulate",0.849855614469496,0.0329576654852515,25.7862807318621,0,"group",3
"sub_1004_ses_1_gordon","L_postcingulate","~","R_postcingulatelag",-0.556890184691348,0.0477822580308968,-11.6547481772681,0,"group",3
"sub_1004_ses_1_gordon","R_precuneus","~","R_angular",0.595376308690228,0.0922549524598209,6.45359726297109,1.09225739564067e-10,"group",3
"sub_1004_ses_1_gordon","L_mPFC","~","L_precuneus",0.409482728165928,0.0425998589757537,9.61230243506184,0,"group",3
"sub_1004_ses_1_gordon","R_mPFC","~","R_antcingulate",0.0229408324709813,0.0445909032342856,0.514473374769907,0.606921070765741,"group",3
"sub_1004_ses_1_gordon","L_mPFC","~","L_precuneuslag",-0.329397828821606,0.0442665448875588,-7.44123648363132,9.96980276113391e-14,"group",3
"sub_1004_ses_1_gordon","R_mPFC","~","R_antcingulatelag",0.0197096130459055,0.0413661816919853,0.47646681998992,0.633741840204518,"group",3
"sub_1004_ses_1_gordon","L_precuneus","~","L_angular",0.305835897669092,0.030510753370639,10.0238723689925,0,"group",3
"sub_1004_ses_1_gordon","R_precuneus","~","R_angularlag",-0.462325162630111,0.0851759227391951,-5.42788557801399,5.70255769272165e-08,"group",3
"sub_1004_ses_1_gordon","R_precuneus","~","R_postcingulate",0.195262680044128,0.041973920210064,4.65200007687895,3.28730956900003e-06,"group",3
"sub_1004_ses_1_gordon","L_precuneus","~","L_angularlag",-0.207829570926515,0.032069467655299,-6.48060557663089,9.13551456704909e-11,"group",3
"sub_1004_ses_1_gordon","R_midtemporal","~","R_precuneus",0.303205500173697,0.0510175583214289,5.94315976988538,2.79579692730181e-09,"group",3
"sub_1004_ses_1_gordon","R_midtemporal","~","R_precuneuslag",-0.215631038342542,0.0512844352474597,-4.20460978661597,2.6153296913467e-05,"group",3
"sub_1004_ses_1_gordon","R_mPFC","~","L_mPFC",0.539494301440492,0.0488935536750314,11.0340578847309,0,"ind",3
"sub_1004_ses_1_gordon","R_mPFC","~","L_mPFClag",-0.418866330961692,0.0513512259908172,-8.15689056842761,4.44089209850063e-16,"ind",3
"sub_1004_ses_1_gordon","R_antcingulate","~","R_angular",0.698091459954473,0.0688578209745351,10.1381578747989,0,"ind",3
"sub_1004_ses_1_gordon","L_angular","~","L_midtemporal",0.173906357719204,0.0318275054921186,5.46402726290529,4.65452003606259e-08,"ind",3
"sub_1004_ses_1_gordon","R_antcingulate","~","R_angularlag",-0.474471211193506,0.0670805175765581,-7.07315966445844,1.51434420558871e-12,"ind",3
"sub_1004_ses_1_gordon","R_supfrontal","~","L_precuneus",-0.289274277000398,0.0326031889454975,-8.87257616069323,0,"ind",3
"sub_1004_ses_1_gordon","R_supfrontal","~","L_precuneuslag",0.2127937980244,0.0337464364082585,6.30566722512734,2.86954904282766e-10,"ind",3
"sub_1004_ses_1_gordon","R_antcingulate","~","L_antcingulate",-0.29592410890469,0.0578068076133129,-5.11919133961202,3.06848524145309e-07,"ind",3
"sub_1004_ses_1_gordon","R_postcingulate","~","L_angular",0.192921122734493,0.0364760257599563,5.28898416741124,1.22997536156078e-07,"ind",3
"sub_1004_ses_1_gordon","R_angular","~","L_precuneus",-0.332303329109952,0.0499248920906502,-6.65606504479926,2.8125501927434e-11,"ind",3
"sub_1004_ses_1_gordon","L_midtemporal","~","L_precuneus",0.367766406335967,0.0535616212309579,6.86622992142373,6.59206023101433e-12,"ind",3
"sub_1004_ses_1_gordon","L_mPFC","~","R_antcingulate",0.222807983436423,0.0327640878522929,6.80037193285791,1.04349862084518e-11,"ind",3
"sub_1004_ses_1_gordon","L_supfrontal","~","L_precuneus",0.345277235494651,0.0484596852164202,7.12504082419537,1.0405010186787e-12,"ind",3
"sub_1004_ses_1_gordon","L_supfrontal","~","L_precuneuslag",-0.237961280873109,0.0509134718519373,-4.67383724223581,2.95623638746356e-06,"ind",3
"sub_1004_ses_1_gordon","R_angular","~","L_angular",0.255571638248208,0.0583728528732825,4.37826190888785,1.19629535126897e-05,"ind",3
"sub_1004_ses_1_gordon","L_mPFC","~","R_angular",-0.139084319911198,0.0319380549447021,-4.35481497392406,1.33179359969038e-05,"ind",3
"sub_1004_ses_1_gordon","L_antcingulate","~","R_mPFC",0.148939694669917,0.0325470928723003,4.57612897269465,4.73658601674032e-06,"ind",3
"sub_1004_ses_1_gordon","L_midtemporal","~","L_precuneuslag",-0.257998055679056,0.0575801540441542,-4.48067671860023,7.44067423252837e-06,"ind",3
"sub_1004_ses_1_gordon","L_postcingulate","~","R_mPFC",0.0852825773209037,0.0207125742412165,4.11743013339201,3.83120620854882e-05,"ind",3
"sub_1004_ses_1_gordon","L_postcingulate","~","L_angular",-0.0890944259446658,0.021898519229394,-4.06851372055678,4.73139754380014e-05,"ind",3
"sub_1004_ses_1_gordon","R_mPFC","~","L_angular",-0.206409203319963,0.0319132930791742,-6.46781273270291,9.9431574085429e-11,"ind",3
