0,4,22,35,33,21,17,27,29,47,26,27
4,0,5,13,4,0,2,3,16,15,9,9
22,5,0,31,22,13,14,15,29,30,23,20
35,13,31,0,37,29,29,30,44,55,40,37
33,4,22,37,0,24,21,30,29,45,26,21
21,0,13,29,24,0,9,17,19,34,16,21
17,2,14,29,21,9,0,16,23,27,16,14
27,3,15,30,30,17,16,0,29,45,25,28
29,16,29,44,29,19,23,29,0,42,30,28
47,15,30,55,45,34,27,45,42,0,39,38
26,9,23,40,26,16,16,25,30,39,0,31
27,9,20,37,21,21,14,28,28,38,31,0
