"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneus",0.0394,0,0.0604,0,0,0,0,0.0495,0,0,0,0.0439,0,0,0,0,0.0524,0.0181,0,0,0,0.0363,0,0,0,0.043,0,0
"L_supfrontal",0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0.0361,0,0,0,0,0,0,0,0.0279,0.0293,0,0,0,0,0,0,0,0,0.0185,0,0,0,0.0271,0.0274,0,0
"L_postcingulate",0,0,0,0.0417,0,0,0,0,0,0,0.054,0,0.0609,0,0,0,0,0,0,0,0,0,0,0,0.0461,0,0.0564,0
"L_mPFC",0.0327,0,0,0,0.0339,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0.0316,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0.0399,0,0,0,0,0,0,0,0.0258,0,0,0,0,0.0207,0,0,0,0,0,0,0,0,0.0241
"L_antcingulate",0,0,0,0,0,0,0.0388,0,0,0.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0.0351,0,0,0.0442,0.0507,0,0,0,0,0,0,0,0,0,0,0,0,0.0445,0.0452,0,0
"R_supfrontal",0,0.034,0,0,0,0,0,0.0141,0.0355,0,0,0,0,0,0.0173,0.031,0,0,0,0,0,0,0,0,0,0,0.0142,0
"R_antcingulate",0,0,0,0,0,0,0,0,0.1111,0.0324,0,0,0,0,0,0,0,0,0,0,0,0,0.1065,0,0,0.0261,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0.1422,0,0.0407,0,0,0,0,0,0,0,0,0,0,0,0.1368,0,0,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0.1529,0,0,0.0332,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0.0472,0,0,0.0341,0,0,0,0,0,0.0415,0,0,0,0,0.0466,0.0275,0,0,0
"R_midtemporal",0,0.048,0,0,0,0,0,0.0345,0,0,0,0,0.0482,0.0358,0,0,0,0,0,0,0,0.0343,0,0,0,0,0.0434,0
