"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",1,0.3334,0.4894,0.3528,0.3162,0.439,0.2862,0.7789,0.4242,0.3802,0.5244,0.593,0.4115,0.4587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.3334,1,0.5202,0.279,0.4931,0.5392,0.2739,0.0943,0.6386,0.4275,0.3327,0.4794,0.4739,0.4939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.4894,0.5202,1,0.1372,0.7359,0.833,0.397,0.3049,0.5353,0.5534,0.1888,0.6232,0.7126,0.4965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",0.3528,0.279,0.1372,1,0.1141,0.2387,0.1337,0.176,0.2855,0.1719,0.8442,0.28,0.1724,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.3162,0.4931,0.7359,0.1141,1,0.709,0.2768,0.0855,0.3183,0.4051,0.0564,0.3926,0.81,0.3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.439,0.5392,0.833,0.2387,0.709,1,0.4307,0.2553,0.5496,0.6325,0.2867,0.5712,0.7227,0.6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.2862,0.2739,0.397,0.1337,0.2768,0.4307,1,0.3322,0.4966,0.5722,0.2586,0.4294,0.3623,0.3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",0.7789,0.0943,0.3049,0.176,0.0855,0.2553,0.3322,1,0.4684,0.4784,0.4522,0.5921,0.3082,0.5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",0.4242,0.6386,0.5353,0.2855,0.3183,0.5496,0.4966,0.4684,1,0.6906,0.4848,0.7244,0.4697,0.6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.3802,0.4275,0.5534,0.1719,0.4051,0.6325,0.5722,0.4784,0.6906,1,0.3198,0.5764,0.5773,0.5691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",0.5244,0.3327,0.1888,0.8442,0.0564,0.2867,0.2586,0.4522,0.4848,0.3198,1,0.4731,0.1771,0.5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.593,0.4794,0.6232,0.28,0.3926,0.5712,0.4294,0.5921,0.7244,0.5764,0.4731,1,0.4657,0.7792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.4115,0.4739,0.7126,0.1724,0.81,0.7227,0.3623,0.3082,0.4697,0.5773,0.1771,0.4657,1,0.5369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.4587,0.4939,0.4965,0.366,0.3924,0.6377,0.3584,0.5115,0.6431,0.5691,0.5566,0.7792,0.5369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2645,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1065,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1131,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3529,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2308,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1238,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1741,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2876,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1509,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2559,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1785
