"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneus",0.7841,0,-0.2673,0,0,0,0,-0.5762,0,0,0,0,0,0,0,0,0.3402,0,0,0,0,0.7393,0,0,0,0,0,0
"L_supfrontal",0,0.8184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,-0.326,0.7036,0,0,0,0,0,0,0,0,-0.3317,0,0,0,0.5921,0,0,-0.1699,0,0,0,0,0,0,0.5726,0,0
"L_postcingulate",0,0,0,0.6244,-0.4433,0,0,0,0,0,-0.151,0,0,0,0,0.1623,0,0,0.5241,0,0.1612,0,0,0,0.1691,0,0,0
"L_mPFC",-0.2295,0,0,0,0.739,0,0,0,0,0,0,0,-0.3788,0,0.197,0.184,0,0,0,0,0,0,0,0,0,0,0.5291,0
"L_midtemporal",0,0,0,0,0,0.744,0,0,0,0,0,0,0,-0.4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7082
"L_antcingulate",0,0,0,0,0,0,0.7473,0,0,-0.5572,0.2016,0,0,0,0,0,0,0,0,0,0,0,0,0.7417,-0.2814,0,0,0
"R_precuneus",0,-0.2165,0,0,0,0.2808,0,0.7251,0,0,0,-0.6097,0,0,0,0.3795,0,0,0,-0.3917,0,0,0,0,-0.1437,0.9567,0,0
"R_supfrontal",0,-0.4192,0,0,0,0,0,0,0.7628,0,0,0,0,0,0,0.5743,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,-0.3199,0,0.6962,0,0,0,0,0,0,0,0,0,0,0,0.5294,0,0,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0.7608,0,0,0,-0.348,0,0,0,0,0,0,0,0,0,0,0,0,0.2676
"R_angular",0,0,0,0,0,0,0,0,0,0,-0.2882,0.8066,0,0,0,0,0,0,0,0,0,0,0,0,0.4972,0,0,0
"R_mPFC",-0.2212,0,0,0,0,-0.1029,0,0,0,-0.3922,0,0,0.7518,0,0.3724,0,0,0,0,0,0,0,0,0.5554,0,0,0,0
"R_midtemporal",0,0,0,0,0,0,0,-0.4283,0,0,0,0,-0.1919,0.7437,0,0,0,0,0,0,0,0.5868,0,0,0,0,0.2473,0
