"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneus",0.7964,0,-0.3532,0,0,0,0,-0.5216,0,0,0,0.1701,0,0,0,0,0.4551,0,0,0,0,0.7432,0,0,0,-0.3244,0,0
"L_supfrontal",0,0.6976,-0.3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4366,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0.6466,0,0,0,0,0,0,0,0,-0.5833,0,0,0,0,0,0.1503,0,0,0.3417,0,0,-0.2683,0,0.6564,0,0
"L_postcingulate",0,0,0,0.7201,0,0,0,0,0,0,-0.5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7004,0,0,0
"L_mPFC",-0.2664,0,0,0,0.8163,0,0,0,0,-0.1676,0,0,0,0,0.3833,0,0,0,0,0,0.2287,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0.5793,0,0,0,0,0,0,0,-0.4019,0,0,0,0,0.1233,0,0,0,0,-0.1669,0,-0.1214,0,0.7341
"L_antcingulate",0,0,0,0,-0.1368,0,0.7384,0,0,-0.5876,0,0,0,0,0,0,0,0,0,0,0,0,0.1244,0.7777,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0.7256,0,0,-0.3985,-0.2006,0,0,0,0,0,0,0,0,0,0,0,0,0.4624,0.4043,0,0
"R_supfrontal",0,-0.5469,0,0,0,0,0,0,0.7238,0,0,0,0,0,0,0.738,0,0,-0.133,0,0,0,0,0,0,0,0,0.2197
"R_antcingulate",0,0,0,0,0,0,0,0,0,0.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,-0.1994,0,0,0,0.7008,0,0,0,0,0,0,0,0,0,0.3653,0,0.1312,0,0,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0.6398,0,0,0,0,0,0,0,0,0,0,0,0.2223,0,0,0,0.1696
"R_mPFC",0,0,0,0,0,0,0,0,0,-0.3469,0,0,0.6735,0,0,0,0,-0.1714,0.1365,0,0,0.149,0,0.4721,0,0,0,0
"R_midtemporal",0,0,0,0,0.1586,0,0,-0.2952,0,0,0,0,-0.1492,0.7128,0,0,0,0,0,0,0,0.2167,-0.1819,0,0,0,0.2518,0
