"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneus",0.7569,0,0.0599,0,0,-0.3196,0,-0.5642,0,0,0,0,0,0,0,0,-0.0012,0,0,0.4005,0,0.6961,0,0,0,0,0,0
"L_supfrontal",0,0.7476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",-0.6379,0,0.7745,0,0,0,0,0.3122,0,0,0,-0.3127,0,0,0.6775,0.135,0,0,0,0,0,-0.2467,0,0,0,0.3817,0,0
"L_postcingulate",0,-0.0936,0,0.7696,0,0,0,0,0,0,-0.6719,0,0,0,0,0.1566,0,0,0,0,0,0,0,0,0.8713,0,0,0
"L_mPFC",-0.3143,0,0,0,0.7892,0,0,0,0,0,0,0,0,0,0.4513,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0.7292,0,0,0,0,0,0,0,-0.4284,0,0,0,0,0,0,0,0,0,0,0,-0.1214,0,0.6074
"L_antcingulate",0,0,0,0,-0.3609,0,0.8261,0,0,-0.5997,0,0,0,0,0,0,0,0,0.4033,0,0,0,0,0.7726,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0.7896,0,0,-0.3364,-0.4194,0,0,0,0,0,0,0,0,0,0,0,0,0.3984,0.5887,0,0
"R_supfrontal",0,-0.5723,0,0,0,0,0,0,0.7358,0,0,0,0,0,0,0.7194,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0.8444,0,0,0,0,0,0,0.2339,0,0,0,-0.2218,0,0,0,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0.7573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0.7912,0,0,0,0,0,0,0,0,0,0,0.1452,0,0,0,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,-0.2045,0,0,0.7482,-0.1872,0,0,0,0,0,0.2147,0,0.1197,0,0.3046,0,0,0,0
"R_midtemporal",0,0,0,0,0,0,0,-0.3323,0,0,0,0,-0.132,0.7592,0,0,0,0,0,0,0,0.4269,0,0,0,0,0.2323,0
