"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",4.113,0.1165,0.3173,2.092,0.9822,0.4484,2.2841,2.7087,-0.3336,0.5623,2.4109,0.3402,0.2774,0.3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.1165,1.8057,0.2568,0.753,-0.1766,-0.0304,0.6471,-0.4551,1.1321,-0.0065,0.3966,-0.1517,-0.0123,-0.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.3173,0.2568,0.383,0.2229,-0.0604,0.0654,0.1299,-0.0271,0.0426,-0.0442,0.1261,0.2245,-0.0595,0.0247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",2.092,0.753,0.2229,6.4904,0.1862,-0.1199,1.9578,0.9648,0.4404,0.4704,5.5868,1.2732,0.1601,-0.0645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.9822,-0.1766,-0.0604,0.1862,1.0444,0.257,1.65,0.9056,-0.2632,0.5988,0.3022,-0.2869,0.2088,0.2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.4484,-0.0304,0.0654,-0.1199,0.257,0.3791,0.2371,0.4063,-0.0892,0.0013,-0.1829,-0.1251,0.125,0.2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",2.2841,0.6471,0.1299,1.9578,1.65,0.2371,5.8822,1.1602,-0.2442,1.9293,1.7265,-0.4765,0.2148,-0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",2.7087,-0.4551,-0.0271,0.9648,0.9056,0.4063,1.1602,3.0682,-0.2732,0.5518,1.663,0.2783,0.3695,0.5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",-0.3336,1.1321,0.0426,0.4404,-0.2632,-0.0892,-0.2442,-0.2732,1.3281,-0.0327,0.431,0.4134,0.0821,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.5623,-0.0065,-0.0442,0.4704,0.5988,0.0013,1.9293,0.5518,-0.0327,1.1967,0.72,0.0732,0.2099,0.0494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",2.4109,0.3966,0.1261,5.5868,0.3022,-0.1829,1.7265,1.663,0.431,0.72,6.3101,1.4321,0.216,-3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.3402,-0.1517,0.2245,1.2732,-0.2869,-0.1251,-0.4765,0.2783,0.4134,0.0732,1.4321,2.3843,0.1999,0.2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.2774,-0.0123,-0.0595,0.1601,0.2088,0.125,0.2148,0.3695,0.0821,0.2099,0.216,0.1999,0.3585,0.1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.3581,-0.0707,0.0247,-0.0645,0.2296,0.2522,-0.0368,0.5732,0.087,0.0494,-3e-04,0.2907,0.1972,0.4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3978,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7923,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1182,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5916,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1883,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6741,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7191,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1695,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6379,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1139,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1463
