"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",3.6833,0.6576,2.4856,1.0878,1.5896,0.5476,3.2522,3.0003,-0.0405,1.3034,1.4202,0.7535,1.1419,0.6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.6576,0.9938,0.549,0.2861,0.3609,0.0077,0.9359,0.4727,0.6007,0.4715,0.315,0.2742,0.1046,0.1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",2.4856,0.549,2.5272,0.4559,0.699,0.3762,2.1328,2.1697,0.1249,0.6745,1.0574,1.3049,0.4338,0.4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",1.0878,0.2861,0.4559,1.731,0.6573,0.1934,1.4821,0.7273,0.0047,0.4718,1.0749,0.1738,0.6834,0.1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",1.5896,0.3609,0.699,0.6573,2.0827,0.4808,2.0278,1.2089,-0.0908,1.3631,0.2544,-0.3352,1.5069,0.5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.5476,0.0077,0.3762,0.1934,0.4808,0.4425,0.391,0.5882,-8e-04,0.1252,0.155,0.1378,0.4554,0.3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",3.2522,0.9359,2.1328,1.4821,2.0278,0.391,6.3329,1.9651,-0.0958,2.5555,1.6541,0.2944,1.3923,0.6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",3.0003,0.4727,2.1697,0.7273,1.2089,0.5882,1.9651,3.9373,0.1221,1.0789,1.4941,1.2959,1.0255,0.7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",-0.0405,0.6007,0.1249,0.0047,-0.0908,-8e-04,-0.0958,0.1221,0.846,-0.0333,0.1693,0.5212,-0.1316,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",1.3034,0.4715,0.6745,0.4718,1.3631,0.1252,2.5555,1.0789,-0.0333,2.176,0.4935,-0.1138,0.9652,0.3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",1.4202,0.315,1.0574,1.0749,0.2544,0.155,1.6541,1.4941,0.1693,0.4935,2.1851,0.714,0.2912,0.2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.7535,0.2742,1.3049,0.1738,-0.3352,0.1378,0.2944,1.2959,0.5212,-0.1138,0.714,2.1954,-0.2131,0.2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",1.1419,0.1046,0.4338,0.6834,1.5069,0.4554,1.3923,1.0255,-0.1316,0.9652,0.2912,-0.2131,1.833,0.5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.6087,0.1229,0.4748,0.1889,0.5061,0.3239,0.6362,0.7772,0.058,0.3605,0.2331,0.2573,0.5542,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2553,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6145,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4647,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2093,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1137,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7453,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1858,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9349,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7644,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4559,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1204
