"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",1,0.0427,0.2528,0.4049,0.4739,0.3591,0.4644,0.7625,-0.1427,0.2535,0.4732,0.1086,0.2284,0.2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.0427,1,0.3088,0.22,-0.1286,-0.0368,0.1986,-0.1933,0.7311,-0.0044,0.1175,-0.0731,-0.0153,-0.0775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.2528,0.3088,1,0.1414,-0.0955,0.1715,0.0866,-0.025,0.0598,-0.0654,0.0811,0.2349,-0.1606,0.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",0.4049,0.22,0.1414,1,0.0715,-0.0764,0.3169,0.2162,0.15,0.1688,0.873,0.3236,0.105,-0.0373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.4739,-0.1286,-0.0955,0.0715,1,0.4085,0.6657,0.5059,-0.2235,0.5356,0.1177,-0.1818,0.3412,0.3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.3591,-0.0368,0.1715,-0.0764,0.4085,1,0.1588,0.3767,-0.1258,0.0019,-0.1183,-0.1316,0.339,0.6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.4644,0.1986,0.0866,0.3169,0.6657,0.1588,1,0.2731,-0.0874,0.7272,0.2834,-0.1272,0.1479,-0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",0.7625,-0.1933,-0.025,0.2162,0.5059,0.3767,0.2731,1,-0.1354,0.2879,0.378,0.1029,0.3523,0.4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",-0.1427,0.7311,0.0598,0.15,-0.2235,-0.1258,-0.0874,-0.1354,1,-0.0259,0.1489,0.2323,0.119,0.1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.2535,-0.0044,-0.0654,0.1688,0.5356,0.0019,0.7272,0.2879,-0.0259,1,0.262,0.0434,0.3205,0.0666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",0.4732,0.1175,0.0811,0.873,0.1177,-0.1183,0.2834,0.378,0.1489,0.262,1,0.3692,0.1436,-2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.1086,-0.0731,0.2349,0.3236,-0.1818,-0.1316,-0.1272,0.1029,0.2323,0.0434,0.3692,1,0.2162,0.2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.2284,-0.0153,-0.1606,0.105,0.3412,0.339,0.1479,0.3523,0.119,0.3205,0.1436,0.2162,1,0.4857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.2604,-0.0775,0.0588,-0.0373,0.3313,0.6041,-0.0223,0.4825,0.1113,0.0666,-2e-04,0.2776,0.4857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4314,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2959,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1856,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2328,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1222,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2389,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1229,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4388,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2566,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3708,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3232,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3033
