"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",1,0.3437,0.8147,0.4308,0.5739,0.4289,0.6734,0.7879,-0.0229,0.4604,0.5006,0.265,0.4395,0.4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.3437,1,0.3464,0.2182,0.2509,0.0116,0.373,0.239,0.6551,0.3206,0.2138,0.1857,0.0775,0.1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.8147,0.3464,1,0.218,0.3047,0.3557,0.5331,0.6878,0.0854,0.2876,0.45,0.554,0.2016,0.4187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",0.4308,0.2182,0.218,1,0.3462,0.221,0.4477,0.2786,0.0038,0.2431,0.5527,0.0892,0.3837,0.2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.5739,0.2509,0.3047,0.3462,1,0.5008,0.5584,0.4222,-0.0684,0.6403,0.1193,-0.1567,0.7712,0.4915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.4289,0.0116,0.3557,0.221,0.5008,1,0.2335,0.4456,-0.0013,0.1276,0.1576,0.1398,0.5056,0.6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.6734,0.373,0.5331,0.4477,0.5584,0.2335,1,0.3935,-0.0414,0.6884,0.4447,0.0789,0.4086,0.3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",0.7879,0.239,0.6878,0.2786,0.4222,0.4456,0.3935,1,0.0669,0.3686,0.5094,0.4408,0.3817,0.5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",-0.0229,0.6551,0.0854,0.0038,-0.0684,-0.0013,-0.0414,0.0669,1,-0.0246,0.1245,0.3824,-0.1057,0.0883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.4604,0.3206,0.2876,0.2431,0.6403,0.1276,0.6884,0.3686,-0.0246,1,0.2263,-0.0521,0.4833,0.3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",0.5006,0.2138,0.45,0.5527,0.1193,0.1576,0.4447,0.5094,0.1245,0.2263,1,0.326,0.1455,0.2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.265,0.1857,0.554,0.0892,-0.1567,0.1398,0.0789,0.4408,0.3824,-0.0521,0.326,1,-0.1062,0.2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.4395,0.0775,0.2016,0.3837,0.7712,0.5056,0.4086,0.3817,-0.1057,0.4833,0.1455,-0.1062,1,0.5738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.4445,0.1728,0.4187,0.2013,0.4915,0.6825,0.3544,0.5491,0.0883,0.3426,0.2211,0.2434,0.5738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6183,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1759,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2983,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2407,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1126,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2184,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4245,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3663,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3417,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2416,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2312
