"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",1,0.3182,0.5464,0.3988,0.0983,0.2417,0.2989,0.7906,-0.0391,0.3055,0.1334,0.4358,0.258,0.2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.3182,1,0.1434,0.4893,0.1414,0.1221,0.4502,0.3215,0.5695,0.4344,0.4269,0.3002,0.1934,0.1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.5464,0.1434,1,0.1761,0.0912,0.4545,0.4084,0.3507,0.0805,0.3339,-0.2529,0.5558,0.4936,0.4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",0.3988,0.4893,0.1761,1,0.1235,0.2289,0.4966,0.4131,0.5124,0.5244,0.5343,0.3964,0.4403,0.3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.0983,0.1414,0.0912,0.1235,1,0.4233,0.1806,-0.1434,0.0314,-0.0665,-0.1214,-0.1433,0.4003,0.1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.2417,0.1221,0.4545,0.2289,0.4233,1,0.1098,0.1112,0.1578,0.0598,-0.0429,0.3191,0.4521,0.4812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.2989,0.4502,0.4084,0.4966,0.1806,0.1098,1,0.2907,0.4541,0.7905,0.135,0.334,0.5133,0.4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",0.7906,0.3215,0.3507,0.4131,-0.1434,0.1112,0.2907,1,0.1615,0.3984,0.3968,0.6978,0.1824,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",-0.0391,0.5695,0.0805,0.5124,0.0314,0.1578,0.4541,0.1615,1,0.4706,0.4646,0.4103,0.3313,0.3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.3055,0.4344,0.3339,0.5244,-0.0665,0.0598,0.7905,0.3984,0.4706,1,0.1811,0.4955,0.4657,0.3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",0.1334,0.4269,-0.2529,0.5343,-0.1214,-0.0429,0.135,0.3968,0.4646,0.1811,1,0.2724,-0.1678,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.4358,0.3002,0.5558,0.3964,-0.1433,0.3191,0.334,0.6978,0.4103,0.4955,0.2724,1,0.4047,0.4882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.258,0.1934,0.4936,0.4403,0.4003,0.4521,0.5133,0.1824,0.3313,0.4657,-0.1678,0.4047,1,0.6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.2655,0.1775,0.4072,0.3674,0.1962,0.4812,0.4272,0.336,0.3537,0.3267,0.047,0.4882,0.6316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2264,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2936,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3108,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1697,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2242,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3884,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2263,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2111
