"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",2.0657,0.3245,0.7182,0.8627,0.127,0.1817,0.5815,1.7568,-0.0318,0.5976,0.2524,1.0382,0.4576,0.4627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.3245,0.5034,0.093,0.5225,0.0903,0.0453,0.4324,0.3527,0.2287,0.4195,0.3989,0.3531,0.1693,0.1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.7182,0.093,0.8362,0.2424,0.075,0.2174,0.5055,0.4959,0.0416,0.4156,-0.3046,0.8425,0.557,0.4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",0.8627,0.5225,0.2424,2.2652,0.1672,0.1802,1.0117,0.9614,0.4364,1.0742,1.0591,0.9889,0.8178,0.6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.127,0.0903,0.075,0.1672,0.8094,0.1992,0.22,-0.1995,0.016,-0.0814,-0.1438,-0.2138,0.4444,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.1817,0.0453,0.2174,0.1802,0.1992,0.2735,0.0777,0.0899,0.0467,0.0426,-0.0295,0.2767,0.2918,0.3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.5815,0.4324,0.5055,1.0117,0.22,0.0777,1.8322,0.6083,0.3478,1.4563,0.2406,0.7493,0.8573,0.7011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",1.7568,0.3527,0.4959,0.9614,-0.1995,0.0899,0.6083,2.3905,0.1413,0.8384,0.808,1.7884,0.3479,0.6299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",-0.0318,0.2287,0.0416,0.4364,0.016,0.0467,0.3478,0.1413,0.3202,0.3624,0.3462,0.3849,0.2313,0.2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.5976,0.4195,0.4156,1.0742,-0.0814,0.0426,1.4563,0.8384,0.3624,1.8523,0.3245,1.118,0.7821,0.5391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",0.2524,0.3989,-0.3046,1.0591,-0.1438,-0.0295,0.2406,0.808,0.3462,0.3245,1.7342,0.5947,-0.2728,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",1.0382,0.3531,0.8425,0.9889,-0.2138,0.2767,0.7493,1.7884,0.3849,1.118,0.5947,2.748,0.8279,0.9812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.4576,0.1693,0.557,0.8178,0.4444,0.2918,0.8573,0.3479,0.2313,0.7821,-0.2728,0.8279,1.5227,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.4627,0.1527,0.4515,0.6705,0.214,0.3051,0.7011,0.6299,0.2427,0.5391,0.075,0.9812,0.945,1.4699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1635,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2425,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1547,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4988,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2484,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3085,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4056,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4281,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6732,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3624,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3043
