"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",2.4236,1.0621,0.9051,1.1651,1.3278,0.3718,1.3298,2.248,0.4009,0.9338,-0.0178,1.0916,0.8897,0.8157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",1.0621,1.5723,0.7167,1.3348,0.9237,0.3526,0.3792,0.8682,0.5875,0.1907,-0.1285,0.166,0.2875,0.3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.9051,0.7167,0.9137,0.5119,0.3028,0.3007,0.1696,0.811,0.1915,0.0877,0.3144,0.7496,0.1366,0.3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",1.1651,1.3348,0.5119,3.0843,1.4715,0.4519,1.5433,1.1205,0.7066,0.8581,-0.0417,0.1156,0.7068,0.6194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",1.3278,0.9237,0.3028,1.4715,1.6524,0.3893,0.9842,1.3157,0.4818,0.8176,-0.0912,0.4705,0.8127,0.6669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.3718,0.3526,0.3007,0.4519,0.3893,0.4524,0.2276,0.5227,0.2046,0.2828,0.1496,0.4489,0.211,0.3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",1.3298,0.3792,0.1696,1.5433,0.9842,0.2276,4.7741,1.4725,0.6319,2.0365,-1.0315,0.0303,1.0347,0.5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",2.248,0.8682,0.811,1.1205,1.3157,0.5227,1.4725,3.3155,0.5655,1.297,0.2931,1.8089,1.0054,1.1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",0.4009,0.5875,0.1915,0.7066,0.4818,0.2046,0.6319,0.5655,0.6184,0.3507,-0.0555,0.1088,0.2363,0.2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.9338,0.1907,0.0877,0.8581,0.8176,0.2828,2.0365,1.297,0.3507,1.8305,0.082,0.6216,0.9183,0.6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",-0.0178,-0.1285,0.3144,-0.0417,-0.0912,0.1496,-1.0315,0.2931,-0.0555,0.082,2.4922,1.1936,0.0055,0.3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",1.0916,0.166,0.7496,0.1156,0.4705,0.4489,0.0303,1.8089,0.1088,0.6216,1.1936,2.1102,0.4446,0.8317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.8897,0.2875,0.1366,0.7068,0.8127,0.211,1.0347,1.0054,0.2363,0.9183,0.0055,0.4446,0.8529,0.4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.8157,0.3651,0.3194,0.6194,0.6669,0.3622,0.5258,1.1314,0.2608,0.6368,0.3902,0.8317,0.4536,0.6834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2981,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5051,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1545,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7354,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2256,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8785,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6344,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1651,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6502,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4394,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1199,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1274
