"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",3.4751,1.0147,1.1376,1.5217,0.9612,0.5191,0.8737,1.2627,0.2032,0.3446,1.3053,0.1239,0.962,0.5296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",1.0147,1.5559,0.5236,0.8817,0.236,0.1676,0.407,0.3635,1.4785,0.0614,0.8945,-0.0517,0.3522,0.2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",1.1376,0.5236,1.0629,0.5742,0.2377,0.2099,0.548,0.3133,0.2454,0.2833,0.6789,0.3934,0.0398,0.1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",1.5217,0.8817,0.5742,5.2549,1.0395,0.2629,0.6129,0.4508,0.2367,0.4313,3.4279,-0.1337,0.7024,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.9612,0.236,0.2377,1.0395,1.1935,0.2223,0.3633,0.3313,-0.1602,0.3176,0.6569,-0.1759,0.82,0.2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.5191,0.1676,0.2099,0.2629,0.2223,0.1839,0.153,0.1759,0.0038,0.0402,0.2295,0.014,0.212,0.1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.8737,0.407,0.548,0.6129,0.3633,0.153,1.1825,0.304,0.0755,0.6639,0.6363,0.3889,0.3649,0.1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",1.2627,0.3635,0.3133,0.4508,0.3313,0.1759,0.304,0.63,0.1021,0.1627,0.4383,0.083,0.3488,0.2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",0.2032,1.4785,0.2454,0.2367,-0.1602,0.0038,0.0755,0.1021,2.0392,-0.1268,0.4028,-0.0143,-0.0076,0.1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.3446,0.0614,0.2833,0.4313,0.3176,0.0402,0.6639,0.1627,-0.1268,1.0569,0.6168,0.403,0.0345,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",1.3053,0.8945,0.6789,3.4279,0.6569,0.2295,0.6363,0.4383,0.4028,0.6168,3.1892,0.1909,0.2567,0.1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.1239,-0.0517,0.3934,-0.1337,-0.1759,0.014,0.3889,0.083,-0.0143,0.403,0.1909,0.7324,-0.2553,-0.0359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.962,0.3522,0.0398,0.7024,0.82,0.212,0.3649,0.3488,-0.0076,0.0345,0.2567,-0.2553,1.4004,0.2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.5296,0.2718,0.1803,0.1506,0.2192,0.1225,0.1964,0.2021,0.1171,0.038,0.1035,-0.0359,0.2844,0.2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2637,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4704,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2587,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6431,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3088,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3182,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2023,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4077,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1952,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2485,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2193,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936
