"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneus",0.8207,0,-0.2241,0,0,0,0,-0.6863,0,0,0,0.1475,0,0,0,0,0.2845,0,0,0,0,0.8751,0,0,0,-0.2047,0,0
"L_supfrontal",0,0.7692,0,0,0,-0.3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5231,0,0,0,0,0,-0.1361,0,0
"L_angular",0,-0.2074,0.6865,0,0,0,0,0,0,0,0,-0.3751,0,0,0,0.3663,0,0.1044,0,0,0,0.1487,0,0,0,0.4393,0,0
"L_postcingulate",0,0,0,0.7639,0,0,0,0,0,0,-0.4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5897,0,0,0
"L_mPFC",-0.4908,0,0,0,0.7294,0,0,0,0,0,0,0,0,0,0.7054,0,0,0,0,0,0.0968,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0.7515,0,0,0,0,0,0,0,-0.4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6875
"L_antcingulate",0,0,0,-0.3068,0,0,0.7855,0,0,-0.0788,0,0,0,0,0,0,0,0.4281,0,0,0,0,0,0.1656,0,0,0,0
"R_precuneus",0,0,-0.1335,0,0,0,0,0.8513,0,0,0,-0.5462,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0.768,0,0
"R_supfrontal",0,-0.1501,0,0,0,0,0,0,0.7498,0,0,0,0,0,0,0.2683,0,-0.1811,0,0,0,0,0,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0.7664,0,-0.4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6398,0,0
"R_postcingulate",0,0,0,0,0,0,0,-0.6405,0,0,0.7897,0,0,0,0,0,0,0,0,0,0,0.7557,0.1182,0,0,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0.7296,0,0,0,0,0,0,0,0,0,0,0.1849,0,0,0,0,0
"R_mPFC",0,0,0,0,-0.2602,0,0,-0.1825,0.0839,-0.1812,0,0,0.678,0,0,0,0,0,0.4156,0,0,0.3587,0,0.3184,-0.1948,0,0,0
"R_midtemporal",0,0,0,0,-0.2559,0,0,-0.1586,0,0,0,0,-0.0594,0.6353,0,0,0,0,0.4204,0,0,0.1627,0.0774,0,0,0.2402,-0.0039,0
