"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneus",0.0329,0,0.0714,0,0,0,0,0.0464,0,0,0,0.0447,0,0,0,0,0.0642,0,0,0,0,0.0328,0,0,0,0.0429,0,0
"L_supfrontal",0,0.0354,0,0,0,0.0618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604,0,0,0,0,0,0.0203,0,0
"L_angular",0,0.0362,0.0365,0,0,0,0,0,0,0,0,0.0221,0,0,0,0.0312,0,0.0097,0,0,0,0.0151,0,0,0,0.0243,0,0
"L_postcingulate",0,0,0,0.0389,0,0,0,0,0,0,0.0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517,0,0,0
"L_mPFC",0.0419,0,0,0,0.0339,0,0,0,0,0,0,0,0,0,0.0305,0,0,0,0,0,0.0293,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0.0367,0,0,0,0,0,0,0,0.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286
"L_antcingulate",0,0,0,0.0392,0,0,0.035,0,0,0.0459,0,0,0,0,0,0,0,0.0363,0,0,0,0,0,0.0452,0,0,0,0
"R_precuneus",0,0,0.0686,0,0,0,0,0.0402,0,0,0,0.0647,0,0,0,0,0,0,0,0,0,0,0,0,0.0346,0.053,0,0
"R_supfrontal",0,0.0407,0,0,0,0,0,0,0.0361,0,0,0,0,0,0,0.0404,0,0.0122,0,0,0,0,0,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0.037,0,0.0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471,0,0
"R_postcingulate",0,0,0,0,0,0,0,0.0448,0,0,0.0364,0,0,0,0,0,0,0,0,0,0,0.0393,0.0761,0,0,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0.0366,0,0,0,0,0,0,0,0,0,0,0.0891,0,0,0,0,0
"R_mPFC",0,0,0,0,0.0378,0,0,0.0409,0.05,0.0416,0,0,0.0351,0,0,0,0,0,0.036,0,0,0.0451,0,0.0389,0.026,0,0,0
"R_midtemporal",0,0,0,0,0.0316,0,0,0.0322,0,0,0,0,0.0393,0.0367,0,0,0,0,0.032,0,0,0.0364,0.0432,0,0,0.0322,0.0404,0
