"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",1.8832,0.2136,0.451,1.0753,0.6808,0.1301,0.6484,1.1584,0.2189,0.5865,0.9671,0.2805,0.4105,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.2136,0.4032,0.1092,0.1743,0.159,0.0216,0.2792,0.0625,0.2228,0.22,0.0943,0.0093,0.1019,0.0401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.451,0.1092,0.4639,0.2947,0.1763,0.1622,0.1352,0.3234,0.0739,0.0719,0.246,0.2754,0.1091,0.1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",1.0753,0.1743,0.2947,3.3874,0.2961,0.1082,-0.1363,0.8813,0.245,0.5449,2.4288,0.1352,0.1968,0.1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.6808,0.159,0.1763,0.2961,0.7997,0.1457,-0.0301,0.335,0.1691,0.1943,0.0886,0.0112,-0.0019,0.2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.1301,0.0216,0.1622,0.1082,0.1457,0.3728,-0.1369,0.138,0.0506,-0.0393,-0.1099,0.0566,0.2263,0.2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.6484,0.2792,0.1352,-0.1363,-0.0301,-0.1369,3.3592,0.2855,0.1774,1.3856,0.7543,0.4799,0.6032,-0.0388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",1.1584,0.0625,0.3234,0.8813,0.335,0.138,0.2855,1.0834,0.1617,0.4327,0.7524,0.3776,0.3425,0.2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",0.2189,0.2228,0.0739,0.245,0.1691,0.0506,0.1774,0.1617,0.2552,0.2553,0.2281,0.0743,0.0156,0.0771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.5865,0.22,0.0719,0.5449,0.1943,-0.0393,1.3856,0.4327,0.2553,1.1583,0.8093,0.2833,0.1648,0.0431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",0.9671,0.0943,0.246,2.4288,0.0886,-0.1099,0.7543,0.7524,0.2281,0.8093,2.9729,0.3887,0.0439,0.0148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.2805,0.0093,0.2754,0.1352,0.0112,0.0566,0.4799,0.3776,0.0743,0.2833,0.3887,0.6891,0.0674,0.1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.4105,0.1019,0.1091,0.1968,-0.0019,0.2263,0.6032,0.3425,0.0156,0.1648,0.0439,0.0674,0.8483,0.2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.251,0.0401,0.1463,0.1054,0.2214,0.2444,-0.0388,0.2786,0.0771,0.0431,0.0148,0.1901,0.2127,0.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2232,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1448,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1156,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5606,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1615,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6059,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2525,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8332,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1576,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1866,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1268
