"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",1,0.3444,0.7358,0.3329,0.826,0.6259,0.4267,0.9149,0.1294,0.5678,0.7489,0.6884,0.7002,0.7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.3444,1,0.5942,0.1664,0.4147,0.5945,0.2073,0.1512,0.2287,-0.0618,0.1928,0.1369,0.1571,0.3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.7358,0.5942,1,0.3175,0.567,0.6727,0.2595,0.6198,0.2035,0.3242,0.5301,0.6231,0.4876,0.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",0.3329,0.1664,0.3175,1,0.3631,0.1551,0.5431,0.311,-0.1571,0.1707,0.5289,0.1364,0.145,0.2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.826,0.4147,0.567,0.3631,1,0.6334,0.5628,0.6612,0.1072,0.3926,0.6166,0.4267,0.6533,0.6702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.6259,0.5945,0.6727,0.1551,0.6334,1,0.3569,0.4996,0.4144,0.1882,0.4613,0.4385,0.4313,0.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.4267,0.2073,0.2595,0.5431,0.5628,0.3569,1,0.3643,0.0023,0.2618,0.4898,0.1355,0.2762,0.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",0.9149,0.1512,0.6198,0.311,0.6612,0.4996,0.3643,1,0.1959,0.6611,0.7651,0.8158,0.731,0.7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",0.1294,0.2287,0.2035,-0.1571,0.1072,0.4144,0.0023,0.1959,1,0.0418,0.2177,0.3649,0.1538,0.4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.5678,-0.0618,0.3242,0.1707,0.3926,0.1882,0.2618,0.6611,0.0418,1,0.4437,0.6593,0.6545,0.4712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",0.7489,0.1928,0.5301,0.5289,0.6166,0.4613,0.4898,0.7651,0.2177,0.4437,1,0.6248,0.4271,0.6609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.6884,0.1369,0.6231,0.1364,0.4267,0.4385,0.1355,0.8158,0.3649,0.6593,0.6248,1,0.6621,0.7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.7002,0.1571,0.4876,0.145,0.6533,0.4313,0.2762,0.731,0.1538,0.6545,0.4271,0.6621,1,0.6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.7367,0.3075,0.5903,0.2101,0.6702,0.7382,0.3636,0.7466,0.4194,0.4712,0.6609,0.7477,0.6791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2416,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1237,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3518,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1743,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2417,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1161,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3502,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1703,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3706,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1113
