"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",1,0.3434,0.6411,0.5877,0.583,0.1217,0.2957,0.6765,0.1856,0.2099,0.5862,0.3258,0.2924,0.1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.3434,1,0.4545,0.3472,0.3362,0.0726,0.2442,0.2216,0.6984,0.0576,0.2392,0.193,-0.0465,-0.0457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.6411,0.4545,1,0.3425,0.3599,-0.038,0.4465,0.3703,0.2655,0.2592,0.3317,0.4871,0.1985,0.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",0.5877,0.3472,0.3425,1,0.2293,-0.0884,0.2105,0.4673,0.2542,0.2717,0.679,0.1614,0.021,-0.0542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.583,0.3362,0.3599,0.2293,1,0.3846,0.2501,0.384,0.1444,0.2499,0.2747,0.2364,0.4799,0.3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.1217,0.0726,-0.038,-0.0884,0.3846,1,-0.2017,0.025,0.0788,-0.1193,-0.2307,0.0598,0.1955,0.7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.2957,0.2442,0.4465,0.2105,0.2501,-0.2017,1,0.3804,0.1192,0.7537,0.3945,0.377,0.4274,0.0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",0.6765,0.2216,0.3703,0.4673,0.384,0.025,0.3804,1,0.1756,0.432,0.5415,0.5986,0.4301,0.2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",0.1856,0.6984,0.2655,0.2542,0.1444,0.0788,0.1192,0.1756,1,0.0128,0.1816,0.1625,-0.0855,0.0653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.2099,0.0576,0.2592,0.2717,0.2499,-0.1193,0.7537,0.432,0.0128,1,0.291,0.4898,0.5045,0.2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",0.5862,0.2392,0.3317,0.679,0.2747,-0.2307,0.3945,0.5415,0.1816,0.291,1,0.1896,0.2583,-0.1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.3258,0.193,0.4871,0.1614,0.2364,0.0598,0.377,0.5986,0.1625,0.4898,0.1896,1,0.4783,0.4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.2924,-0.0465,0.1985,0.021,0.4799,0.1955,0.4274,0.4301,-0.0855,0.5045,0.2583,0.4783,1,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.1679,-0.0457,0.0278,-0.0542,0.3065,0.7153,0.0261,0.2897,0.0653,0.2281,-0.1292,0.4082,0.374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1026,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3788,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2601,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2564,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1685,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1887,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4186,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3614,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3216,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2299,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3584
