"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",3.0486,0.4745,0.9665,-0.0796,1.683,0.7518,1.9162,2.6006,0.4577,1.3195,-0.3272,1.2582,0.9477,0.8764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.4745,0.7261,0.3192,0.4658,0.4503,0.2513,1.0048,0.4216,0.412,0.3851,-0.0188,0.323,0.1724,0.2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.9665,0.3192,0.7749,0.3839,0.7177,0.2741,1.1682,0.9276,0.2463,1.0255,5e-04,0.9405,0.3985,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",-0.0796,0.4658,0.3839,2.7951,-0.2427,0.0597,1.5127,-0.2678,0.3231,0.5528,0.8422,0.2361,-0.3783,-0.0443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",1.683,0.4503,0.7177,-0.2427,1.75,0.5865,1.373,1.9528,0.5684,1.4767,-0.1795,1.3316,1.0921,0.9498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.7518,0.2513,0.2741,0.0597,0.5865,0.4369,0.6015,0.7301,0.2563,0.3496,-0.0843,0.4156,0.3724,0.4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",1.9162,1.0048,1.1682,1.5127,1.373,0.6015,4.6239,1.5097,0.8112,2.9265,0.3815,1.2214,0.8759,0.8951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",2.6006,0.4216,0.9276,-0.2678,1.9528,0.7301,1.5097,3.2646,0.6075,1.8597,-0.2479,1.9242,1.4034,1.1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",0.4577,0.412,0.2463,0.3231,0.5684,0.2563,0.8112,0.6075,0.7108,0.7256,0.0613,0.641,0.3866,0.4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",1.3195,0.3851,1.0255,0.5528,1.4767,0.3496,2.9265,1.8597,0.7256,4.317,0.5298,2.1711,1.6616,1.0711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",-0.3272,-0.0188,5e-04,0.8422,-0.1795,-0.0843,0.3815,-0.2479,0.0613,0.5298,1.2873,0.1423,-0.0053,-0.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",1.2582,0.323,0.9405,0.2361,1.3316,0.4156,1.2214,1.9242,0.641,2.1711,0.1423,2.2648,1.0109,0.9151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.9477,0.1724,0.3985,-0.3783,1.0921,0.3724,0.8759,1.4034,0.3866,1.6616,-0.0053,1.0109,1.4007,0.7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.8764,0.2721,0.436,-0.0443,0.9498,0.4383,0.8951,1.1871,0.4577,1.0711,-0.0323,0.9151,0.7002,0.8261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2238,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2869,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1061,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8082,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2046,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6082,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5997,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1594,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6838,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6708,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4669,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3233,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1142
