"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneus",0.031,0,0.0932,0,0,0,0,0.0477,0,0,0,0,0,0,0,0,0.0923,0,0,0,0,0.0377,0,0,0,0,0,0
"L_supfrontal",0,0.0386,0,0,0,0,0,0,0,0,0.0206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0.0356,0,0,0,0,0,0,0,0,0.022,0,0,0,0.0153,0,0,0,0.0363,0,0,0,0,0,0.0213,0.038,0
"L_postcingulate",0,0,0,0.0368,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271,0,0,0
"L_mPFC",0.0279,0,0,0,0.0387,0,0.0246,0,0,0,0,0,0,0.0839,0.0285,0,0,0,0,0,0.0222,0,0,0,0,0.0182,0,0.0888
"L_midtemporal",0,0,0,0,0,0.0368,0,0,0,0,0,0,0,0.0465,0,0,0,0,0,0,0,0,0,0,0,0.0121,0,0.0436
"L_antcingulate",0,0,0,0,0,0.1291,0.032,0,0,0.0832,0,0,0,0,0.0395,0,0,0,0,0.1404,0,0.0465,0,0.0645,0,0,0,0
"R_precuneus",0,0,0,0.0251,0.0595,0,0,0.0351,0,0,0,0.0548,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.0553,0.0895,0
"R_supfrontal",0,0.0345,0,0,0,0,0.0183,0,0.0338,0,0,0,0,0,0,0.0268,0,0,0,0,0.0231,0,0,0.0348,0,0,0,0
"R_antcingulate",0,0,0,0.0166,0,0,0,0,0,0.0387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0.0493,0,0,0.1012,0.0338,0,0,0,0.0452,0,0,0,0,0,0,0,0,0,0,0.0538,0,0.1209
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0.0353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0.0281,0.0083,0,0.0346,0,0,0,0,0,0,0,0,0,0,0.0271,0,0,0,0
"R_midtemporal",0,0,0,0,0.0636,0,0,0.0298,0.0211,0,0,0,0.071,0.0424,0,0,0,0,0.0693,0,0,0.0301,0,0,0,0,0.0686,0
