"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneuslag",1,0.0138,0.7304,0.3386,0.2869,0.5222,0.2114,0.7922,-0.0927,0.1706,0.1544,0.3609,0.5796,0.3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontallag",0.0138,1,-0.0877,0.4789,0.2841,0.4425,0.2469,-0.1124,0.4538,0.0188,0.3229,-0.3505,0.0422,0.0934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angularlag",0.7304,-0.0877,1,0.012,0.2479,0.376,-0.0314,0.5102,-0.336,-0.0192,-0.1212,0.4681,0.3873,0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulatelag",0.3386,0.4789,0.012,1,0.1547,0.4201,0.639,0.3119,0.3681,0.444,0.7051,-0.1928,0.2548,0.2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_mPFClag",0.2869,0.2841,0.2479,0.1547,1,0.4268,-0.056,0.2425,0.0149,0.0591,0.1403,0.0857,0.5315,0.3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_midtemporallag",0.5222,0.4425,0.376,0.4201,0.4268,1,0.1227,0.3464,0.1982,0.0038,0.1125,-0.126,0.3705,0.4347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_antcingulatelag",0.2114,0.2469,-0.0314,0.639,-0.056,0.1227,1,0.2489,0.2324,0.5756,0.4891,-0.0392,0.2083,-0.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_precuneuslag",0.7922,-0.1124,0.5102,0.3119,0.2425,0.3464,0.2489,1,-0.0954,0.2555,0.1427,0.5962,0.6329,0.5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_supfrontallag",-0.0927,0.4538,-0.336,0.3681,0.0149,0.1982,0.2324,-0.0954,1,-0.1256,0.3662,-0.3495,-0.1386,0.0902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulatelag",0.1706,0.0188,-0.0192,0.444,0.0591,0.0038,0.5756,0.2555,-0.1256,1,0.3733,0.0215,0.3507,0.0265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulatelag",0.1544,0.3229,-0.1212,0.7051,0.1403,0.1125,0.4891,0.1427,0.3662,0.3733,1,-0.1834,0.1677,0.1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angularlag",0.3609,-0.3505,0.4681,-0.1928,0.0857,-0.126,-0.0392,0.5962,-0.3495,0.0215,-0.1834,1,0.4043,0.2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_mPFClag",0.5796,0.0422,0.3873,0.2548,0.5315,0.3705,0.2083,0.6329,-0.1386,0.3507,0.1677,0.4043,1,0.3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_midtemporallag",0.3179,0.0934,0.2075,0.2654,0.3828,0.4347,-0.0323,0.5139,0.0902,0.0265,0.1384,0.2865,0.3982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3431,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3292,0,0,0,0,0,0,0,0,0,0,0
"L_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1315,0,0,0,0,0,0,0,0,0,0
"L_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2828,0,0,0,0,0,0,0,0,0
"L_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2469,0,0,0,0,0,0,0,0
"L_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2174,0,0,0,0,0,0,0
"R_precuneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1773,0,0,0,0,0,0
"R_supfrontal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3145,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3789,0,0,0,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4404,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4745,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818,0
"R_midtemporal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2556
