"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneus",0.6741,0,-0.1428,0,0,0,0,-0.5831,0,0,0,0,0,0,0,0,0.2884,0,0,0.2021,0,0.8577,0,0,0,-0.1821,0,-0.135
"L_supfrontal",0,0.6808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2143,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0,0,0.735,0,0,0,-0.211,0,0,0,0,-0.4383,0,0,0,0,0,0,0,0,0.3249,0,-0.1251,0,0,0.669,0,0
"L_postcingulate",0,-0.2031,0,0.6836,0,0,0,0,0,0,-0.1579,0,0,0,0,0.3486,0,0,0,0,0,0,0,0,0.3356,0,-0.2045,0
"L_mPFC",-0.306,0,0,0,0.5836,0,0,0,0,0,0,0,0,0,0.4641,0,0,0,0,0,0,0,0,0,0,0.1971,0.1704,0
"L_midtemporal",0,0,0,0,0,0.7166,0,0,0,0,0,0,0,-0.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6565
"L_antcingulate",0,-0.1288,0,0,0,-0.2235,0.6524,0,0,-0.3933,0,0,0,0,0,0.2697,0,0.1265,0,0.327,0,0,0,0.6167,0,-0.2139,0,0
"R_precuneus",0,0,0,0,0,0,0,0.6507,0,0,0,-0.423,0,0,0,0,0,0,0,0,0,0,0,0,-0.1118,0.5335,0.267,0
"R_supfrontal",0,-0.3572,0,0,-0.1436,0,0,0,0.7441,0,0,0,0,0,0,0.5182,0,0,0,0,0,0,0,0,0,0.2224,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,1.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.446,0
"R_postcingulate",0,0,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_angular",0,0,0,0,0,0,0,0,0,-0.4486,0,0.7508,0,0,0,0,0,0,0,0,0,0,0,0.6744,0,0,0,0
"R_mPFC",0,0,0,0,0,0,0,0,0,-0.3955,0,0,0.7496,0,0,0,0,0,0,0,0,0,0,0.7712,0,0,0,0
"R_midtemporal",0,0,0,0,0,0,0,-0.2785,-0.2733,0,0,0,-0.107,0.6728,0,0,0,0,0.2265,0,0,0.2773,0.3426,0,0,0,0.1599,0
