"","L_precuneuslag","L_supfrontallag","L_angularlag","L_postcingulatelag","L_mPFClag","L_midtemporallag","L_antcingulatelag","R_precuneuslag","R_supfrontallag","R_antcingulatelag","R_postcingulatelag","R_angularlag","R_mPFClag","R_midtemporallag","L_precuneus","L_supfrontal","L_angular","L_postcingulate","L_mPFC","L_midtemporal","L_antcingulate","R_precuneus","R_supfrontal","R_antcingulate","R_postcingulate","R_angular","R_mPFC","R_midtemporal"
"L_precuneus",0.0402,0,0.0536,0,0,0,0,0.0356,0,0,0,0.0385,0,0,0,0,0.0415,0.0253,0,0,0,0.0333,0,0,0,0.0361,0,0.0503
"L_supfrontal",0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L_angular",0.0566,0,0.0548,0,0,0,0,0.0487,0,0,0,0.0483,0,0,0,0,0,0,0,0,0.0218,0.0367,0,0,0,0.0444,0,0
"L_postcingulate",0,0,0,0.0374,0,0,0,0.0242,0,0,0.0509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433,0,0,0
"L_mPFC",0.025,0,0,0,0.0361,0,0,0,0,0.0314,0,0,0.0431,0,0.0228,0,0,0,0,0,0,0,0,0.0298,0,0,0.0368,0
"L_midtemporal",0,0,0,0,0,0.0407,0,0.0118,0,0,0,0,0,0.0534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425
"L_antcingulate",0.0509,0,0,0,0.0541,0,0.0331,0,0,0.0659,0,0,0,0.0838,0.0454,0,0,0.0432,0,0,0,0,0,0.0531,0,0,0,0
"R_precuneus",0,0,0,0.0556,0,0,0,0.0386,0,0,0,0.0644,0,0,0,0,0,0,0,0,0,0,0.0761,0,0.0481,0.0672,0.0546,0
"R_supfrontal",0.0237,0.045,0,0,0,0,0,0,0.0389,0,0,0,0,0,0.0237,0.0349,0,0,0,0,0,0,0,0,0,0,0,0
"R_antcingulate",0,0,0,0,0,0,0,0,0,0.0404,0,0,0,0,0.0316,0,0,0,0,0,0,0,0,0,0,0,0,0
"R_postcingulate",0,0,0,0,0,0.0792,0,0,0,0,0.0357,0,0,0,0,0,0,0,0,0,0,0,0.0587,0,0,0,0,0
"R_angular",0,0.0561,0,0,0,0,0,0,0,0,0,0.0359,0,0,0,0,0,0,0,0,0,0,0.0632,0,0.0356,0,0,0
"R_mPFC",0,0,0,0.0334,0,0,0,0,0,0.0407,0,0,0.0362,0,0,0,0,0,0,0.0684,0,0,0,0.0393,0,0,0,0
"R_midtemporal",0,0,0,0,0,0,0.0092,0.0173,0,0,0,0,0.0267,0.0386,0,0,0,0,0,0,0,0.0178,0,0,0,0.0161,0.0267,0
