L_precuneus,L_supfrontal,L_angular,L_postcingulate,L_mPFC,L_midtemporal,L_antcingulate,R_precuneus,R_supfrontal,R_antcingulate,R_postcingulate,R_angular,R_mPFC,R_midtemporal
0.32627,0.0298053,1.37199,0.973795,0.360562,0.375525,5.3857,-0.353855,0.342392,4.6939,0.679163,1.34889,0.30503,0.730496
-0.753019,-0.11677,0.621542,0.632569,0.464259,-0.215705,2.11011,-0.432744,0.288339,2.22408,0.547356,0.889576,0.480363,0.749108
-1.10722,-0.926585,-0.401994,-1.72814,-0.580933,-0.474934,-2.29297,-0.199004,0.02504,-0.953879,-1.10788,0.603705,0.185691,0.333095
0.0698522,-0.790367,-0.227352,-1.14106,-1.98753,-0.691354,-4.31906,0.3204,0.135484,-1.83655,-0.635463,0.7524,-0.398684,-0.14269
1.94187,0.282588,0.638416,1.61341,-1.99739,-0.623748,-4.16284,1.04655,0.187414,-1.84722,1.62438,0.858795,-0.418299,-0.501309
2.5493,0.340725,0.680689,0.625206,-0.841908,-0.0847027,-1.44281,1.3315,-0.577705,-1.0267,0.532179,0.0630832,0.198986,-0.409786
1.6296,-0.0347283,-0.101307,-2.00646,0.250918,0.235918,2.14638,1.24107,-0.52379,0.558129,-2.35874,-1.00909,0.592552,-0.0934053
0.42316,0.307967,-0.814869,-2.58254,0.936549,0.367695,3.71646,1.01368,0.618984,1.28289,-2.77044,-1.44992,0.246207,0.140465
-0.808287,1.25523,-1.13024,-1.6445,0.73854,0.542614,3.66338,0.058996,1.7336,1.00723,-1.6636,-1.57123,-0.462027,0.666409
-2.10062,2.30231,-1.02415,-0.660279,-0.115144,0.6723,4.38081,-1.71883,2.30725,1.52359,-0.789443,-1.63556,-1.20712,0.808395
-3.01293,2.84797,-0.549032,1.353,-0.694515,0.854359,4.5219,-3.23903,2.32537,2.03681,1.14929,-1.89442,-1.63648,0.170032
-2.74414,2.42008,-0.381144,3.44923,-0.69344,1.26503,3.1871,-2.68127,1.84457,1.11205,3.24815,-2.46107,-1.20269,-0.190818
-1.72327,0.559565,-1.02683,2.6013,-0.244434,1.31716,2.95314,-0.43607,0.351633,0.695685,2.75257,-2.74812,-0.367906,0.46881
-0.0334812,-0.327407,-1.39919,1.14615,1.02396,1.18562,4.45254,1.63583,-0.644194,2.29594,1.46829,-1.51487,0.554276,1.19155
1.26222,1.41482,-0.686442,1.65051,1.88986,1.07166,5.10375,1.65359,0.047066,3.14931,1.8341,0.474174,0.687844,1.20309
0.361299,2.52116,0.341647,1.84218,1.05749,0.0571596,3.58865,-0.44552,0.944666,1.66467,2.62118,1.83143,-0.213402,-0.120024
-1.07205,0.40804,0.864812,1.04985,-0.0203704,-1.39895,1.31118,-2.06124,-0.121575,0.809379,2.61924,2.598,-0.248376,-2.08553
-1.27545,-1.91104,1.02169,1.89255,-0.301763,-1.85007,-1.78519,-2.34278,-1.785,0.808725,2.33753,2.50986,0.535478,-2.31839
-0.584626,-2.43483,0.97537,2.3287,-0.478485,-1.27093,-5.01578,-1.60693,-1.66316,-0.406293,1.04605,2.17814,0.837869,-1.62861
0.0771137,-3.4319,0.703379,0.507266,-0.905708,-0.869907,-6.33416,-0.484468,-1.39759,-1.37834,-0.610856,2.42548,0.787784,-1.28032
0.0989461,-4.29893,0.718375,0.091642,-0.664851,-1.13811,-6.00241,-0.263481,-1.77875,-1.08361,-1.20087,2.77561,0.887663,-0.35463
0.0591756,-3.27278,0.614492,0.135022,0.531928,-1.13765,-3.25185,-0.790245,-1.80768,-0.908704,-3.01622,1.92299,1.25694,0.36764
0.872286,-0.947005,0.048242,-0.572935,2.13623,-0.43279,2.46675,-0.49458,-0.714261,-0.741818,-4.87995,0.210868,1.67701,0.359806
2.51695,1.0071,-0.204067,-0.0740336,3.37232,0.555342,7.38605,1.46065,0.676285,-0.00413024,-3.12364,-0.486,1.99306,0.341447
3.4978,1.56449,-0.144862,0.562639,3.33426,1.12548,7.3414,2.64815,0.311823,-0.295252,-0.678571,-1.09979,1.81617,0.266075
2.94066,1.74021,-0.18066,1.27216,2.46216,0.519682,3.37973,1.25158,-0.487973,-1.5332,-0.511926,-2.00216,0.861388,-0.272934
