L_precuneus,L_supfrontal,L_angular,L_postcingulate,L_mPFC,L_midtemporal,L_antcingulate,R_precuneus,R_supfrontal,R_antcingulate,R_postcingulate,R_angular,R_mPFC,R_midtemporal
-2.9697,1.4175,-0.785547,1.8034,0.63477,0.0897892,2.7165,-2.92807,1.96965,1.01786,0.90448,-1.01542,1.45817,0.19805
-2.41039,0.113304,-0.169473,-0.710319,-0.689493,-0.0755599,1.78505,-2.83432,0.718915,-0.138522,1.15779,-1.23266,-0.183664,-0.64284
-0.751067,-1.21731,0.647936,-3.04919,-2.26134,-0.23174,-0.577768,-1.5481,-1.08042,-0.841384,0.937699,-0.407231,-1.59723,-0.977933
1.0107,-1.97133,1.06449,-2.43042,-2.96068,0.178105,-2.35232,0.939557,-1.87512,-1.00404,0.743547,1.51148,-1.80756,-0.231176
1.95165,-1.8645,0.761853,0.0773709,-2.70795,0.383908,-0.958064,2.84875,-1.36233,-0.225784,1.16842,2.42198,-0.963422,0.352833
1.75324,-0.783828,0.132025,1.71976,-1.97878,-0.257688,2.43099,2.28446,-0.451255,1.11982,1.92979,1.53798,0.556095,0.205953
1.60887,-0.0347935,-0.0473735,1.25201,-0.996356,-0.812522,4.39438,0.889571,-0.120987,1.73997,2.33833,0.328783,1.45525,0.181827
1.81424,-0.0163583,0.105393,1.16249,-0.170605,-0.390839,3.82043,0.582479,0.00399951,1.9419,1.91277,0.000124655,1.19075,0.768143
0.989323,0.0497443,0.0119382,2.06712,0.522112,0.358502,2.5419,0.640876,0.260605,1.69748,1.64939,0.0108813,0.377599,0.881943
-0.227227,0.609071,-0.19252,2.28485,1.36929,0.624059,1.94116,0.149944,0.432239,0.976496,1.25017,-0.759112,-0.553917,0.196324
-0.733316,1.00267,-0.303156,2.28083,1.6923,0.453422,1.03508,-0.494286,0.73076,-0.443463,0.120384,-1.46884,-1.16187,-0.327642
-1.301,0.171229,-0.50527,0.658111,0.628897,-0.140988,-0.705752,-1.31457,0.85892,-2.84047,-0.286374,-1.49343,-1.16299,-0.844108
-2.43379,-1.61961,-0.91449,-2.17517,-1.22903,-0.816721,-1.95031,-1.73875,0.463385,-4.25682,-0.0293439,-0.759051,-1.39183,-1.25503
-3.05294,-2.20034,-1.12254,-2.1639,-1.64045,-0.761863,-0.829701,-0.83864,0.495552,-2.9686,0.253466,0.677279,-1.35913,-0.623566
-2.84398,-1.27118,-1.18756,-0.442525,-0.857172,-0.425474,1.39733,-0.214099,0.758164,-0.90722,0.567734,1.15503,-0.520853,0.174068
-2.41273,-0.382208,-1.12238,0.589333,-0.692957,-0.552538,0.983703,-0.721889,0.421921,-0.195568,0.793062,0.687635,-0.0863291,-0.15689
-0.367906,0.717709,-0.0951845,0.584511,-0.0576504,-0.430873,-1.91911,-0.573217,-0.414254,-0.0604224,0.160207,0.365217,0.0704278,-0.804687
2.63601,1.67211,1.39284,-0.55887,1.33182,0.435641,-3.48725,0.81306,-0.905483,0.304357,-0.497601,0.198987,0.276285,-0.65489
3.03691,1.04595,1.8535,-1.66977,1.77306,1.17344,-4.18449,1.94735,-0.483188,0.259663,-0.231237,0.786342,0.223463,0.026493
1.48819,0.0945498,1.29227,-2.63422,1.50472,0.895839,-4.47326,2.11388,0.0175576,-0.339093,0.156095,1.93136,0.437218,0.669812
2.67908,0.686125,1.21159,-2.82931,2.36895,0.515704,-1.63587,2.77754,0.136736,0.400392,-0.050735,2.35661,1.51692,1.55492
3.95105,0.578642,1.26993,-1.05796,2.66335,0.621178,0.920048,2.33122,-0.332821,0.868153,-1.11446,1.36083,1.52267,1.52017
1.72035,-0.759326,0.677654,0.593355,0.901528,0.607015,0.776046,-0.743691,-0.770256,-0.942923,-1.67541,-0.691398,-0.201002,0.294166
0.700093,-0.608561,0.450619,-0.391467,-0.52951,0.360615,0.576968,-2.47788,-0.617819,-1.98391,-0.97277,-2.35502,-1.29134,-0.232564
1.60265,0.0907623,0.631526,-2.08226,-0.693233,0.0761721,-0.903384,-1.15846,-0.94022,-1.9135,-1.01152,-2.30823,-1.57233,0.10076
1.61435,-0.0322255,0.601189,-2.66593,-0.338272,0.151324,-3.42036,0.556946,-1.46752,-2.21715,-2.42507,-1.37868,-1.78688,0.664264
0.151871,-0.254927,0.224232,-2.49372,-0.783444,0.201155,-4.5909,0.21721,-1.05589,-2.49501,-3.73436,-1.01137,-2.15875,0.444711
-2.24677,-0.038828,-0.421432,-1.59821,-1.71531,-0.229427,-4.19511,-1.65351,-0.267168,-2.17779,-4.18723,-0.902647,-1.7674,-0.621405
-3.46925,0.50416,-0.754756,-1.27322,-1.36154,-0.520834,-2.27478,-2.68165,-0.158177,-1.18604,-3.19633,-0.655816,-0.330068,-1.3223
-3.91162,-0.405092,-1.02419,-2.29879,-0.961029,-0.503163,-2.15567,-3.04679,-0.793719,-0.862477,-0.449374,-0.527921,-0.0951364,-1.7598
-4.11121,-2.66904,-1.83054,-3.48382,-1.43344,-0.209646,-3.75359,-2.85255,-1.21483,-0.645418,2.16091,-0.342691,-1.01365,-1.68078
-2.85356,-3.80635,-2.17934,-3.61569,-1.89548,-0.0139129,-3.13848,-1.54586,-0.830757,0.837069,2.49699,-0.035458,-1.16038,-1.04079
-1.192,-3.28149,-1.25848,-2.48324,-2.14669,-0.533008,-1.10284,-0.414951,-0.197093,1.4112,2.35243,0.468072,-0.539607,-0.816067
