L_precuneus,L_supfrontal,L_angular,L_postcingulate,L_mPFC,L_midtemporal,L_antcingulate,R_precuneus,R_supfrontal,R_antcingulate,R_postcingulate,R_angular,R_mPFC,R_midtemporal
-1.23952,1.74857,-0.659211,-0.494155,-1.24206,0.279677,-0.432624,-1.46566,2.29409,-0.967252,-0.61564,-0.271255,-0.0956424,-0.802886
-0.197813,0.771972,-0.24545,-0.738667,0.623792,0.576279,-0.11498,-0.399315,0.644363,-1.77033,-1.28651,0.351402,0.0321247,0.408451
1.54793,-0.122911,1.03308,0.917161,2.44529,0.88385,-0.362461,0.886425,-0.949428,-0.51555,-0.289364,0.915283,0.354777,1.87621
1.16857,-0.154736,0.958045,0.457952,0.949911,0.117543,-0.0894189,0.531697,-0.956075,1.43691,-0.582415,0.285291,-0.0363106,1.00612
0.00978472,-0.36744,0.0289801,-0.413022,-1.41051,-1.00065,0.545026,-0.136572,-0.314224,1.0035,-0.510593,-0.501274,-0.403192,-0.97544
-0.0845397,-0.407987,-0.0726893,0.524158,-1.75112,-1.14436,0.144679,0.0602714,0.495144,-0.543722,0.547262,-0.491844,-0.130264,-1.54074
0.203491,-0.154628,0.101644,0.333699,-0.757698,-0.61994,-0.260861,0.874272,0.757658,-0.158284,0.953554,0.0485591,0.399544,-0.865709
-0.0831815,0.00883063,-0.261948,-1.47627,-0.0116722,-0.139266,-0.123181,1.2597,0.505144,0.604697,0.314478,0.586376,0.602703,0.0192231
-0.491922,0.42375,-0.269578,-1.23556,0.294587,0.429422,-0.557589,0.846331,0.42243,-0.88153,0.463024,1.05359,0.0603958,0.911757
-0.152766,0.441272,0.26539,0.101875,0.792942,0.837634,-1.01848,0.610598,-0.281095,-2.25196,1.36366,1.73489,-0.673467,1.61858
0.219975,-0.157305,0.0138118,-0.0587896,1.5306,0.466831,0.454025,0.970367,-1.10377,0.503232,1.67737,2.33649,-0.891521,1.51855
-0.041916,-0.0523674,-0.614151,-0.0975255,2.25228,-0.246599,1.99097,1.06956,-0.00812742,4.06611,1.72369,2.16253,-0.893993,0.768634
