L_precuneus,L_supfrontal,L_angular,L_postcingulate,L_mPFC,L_midtemporal,L_antcingulate,R_precuneus,R_supfrontal,R_antcingulate,R_postcingulate,R_angular,R_mPFC,R_midtemporal
-0.990863,-0.082375,1.65418,-4.03907,0.255878,0.94201,2.18007,-0.574463,-0.0129706,1.14401,-2.94595,-0.36501,0.298964,-0.31722
0.370498,-0.554525,1.45177,-2.96696,1.30385,0.936074,1.28544,0.140612,-0.888177,1.38514,-2.18859,-0.43326,1.1307,0.0581045
1.35767,-0.28452,0.765853,0.195313,1.60356,0.639469,-0.193641,0.428531,-0.804623,1.19237,0.254206,-0.578839,0.834139,0.130573
1.77323,0.152057,-0.329546,5.46342,0.358631,-0.0465535,0.0356905,0.445794,0.325302,2.0354,2.42955,-0.536546,-0.145111,0.085435
0.801318,0.634501,-0.975164,4.34982,-0.374202,-0.601747,0.626542,0.381285,1.06927,1.91289,2.27473,0.119237,-0.457655,0.575147
-0.894633,0.585,-0.449943,-3.65982,-0.818829,-0.545771,-0.0810731,0.154177,1.13597,0.594631,0.568249,0.77149,-0.745893,0.765715
-0.0863592,-0.687008,0.30846,-3.3494,-1.2955,-0.138678,-0.456804,0.721744,0.55889,0.560965,0.0942474,0.850782,-0.0978691,0.564957
1.14153,-1.33006,0.795939,1.42436,-0.943386,0.328238,-0.854338,0.902133,-0.344336,0.40269,-0.265101,0.530377,1.24009,0.414454
0.895729,-0.769162,0.427088,3.67172,0.0541961,0.511509,-1.77884,-0.195141,-0.941817,-0.0514645,-0.691194,-0.0522864,1.63862,0.162889
0.433954,-0.871063,-0.897218,3.30347,0.119143,-0.119871,-2.06714,-0.538891,-1.47977,0.0791981,-0.339251,-1.09819,0.743782,-0.404362
-0.299478,-1.20836,-1.61229,-1.90153,-1.04642,-0.860739,-0.887658,-0.0191837,-1.5998,-0.749622,-0.889985,-1.89954,-0.678463,-0.942357
-1.33454,0.116656,-1.30795,-3.39834,-1.18395,-0.786062,0.444909,-0.404207,-0.649937,-2.19189,-0.656259,-1.77348,-1.05293,-0.850582
-1.54079,1.34065,-0.764693,2.37765,-0.341507,-0.329597,-0.110512,-0.524863,0.546545,-1.98206,1.72035,-0.765964,-0.448353,-0.00713303
-0.773986,0.497522,-1.31167,7.42213,-0.532512,-0.443393,-1.32978,0.269647,0.662132,-1.37058,3.30531,0.122206,-0.187451,0.429903
0.186295,-1.3285,-2.95157,6.26112,-2.02121,-1.40748,-2.1105,0.940428,-0.0471885,-1.46637,2.55873,-0.220275,-0.68313,-0.306911
0.254312,-2.4971,-3.9202,0.904223,-3.25856,-2.38854,-1.74691,0.933144,-0.971912,-1.55189,0.708627,-1.01796,-1.37615,-1.03193
