L_precuneus,L_supfrontal,L_angular,L_postcingulate,L_mPFC,L_midtemporal,L_antcingulate,R_precuneus,R_supfrontal,R_antcingulate,R_postcingulate,R_angular,R_mPFC,R_midtemporal
-1.63842,0.359799,0.33479,-2.96898,0.165069,0.469654,0.630023,-0.878329,1.02955,0.814463,-0.620807,0.643483,0.713731,0.62344
-2.06548,-0.665064,0.144798,-2.69804,0.371687,0.378372,-0.269895,-0.544117,-0.470002,-0.154587,-0.345962,0.541964,0.726804,0.684006
-2.53104,-1.42541,-0.801122,-0.0569026,0.123003,-0.0223632,-1.30832,-0.602647,-2.10773,-0.941178,0.380186,-0.0751127,-0.0534414,0.0433078
-2.05247,-1.15513,-1.4854,1.76961,0.270263,-0.186218,-1.68989,-0.547341,-1.9621,-1.16399,1.68835,-0.551137,-0.11571,-0.726954
-0.378155,-0.339337,-1.70719,1.37323,0.491084,-0.236017,-0.816795,-0.0352049,-0.862706,-0.517466,1.59762,-0.969722,0.354147,-0.922087
1.38637,0.295959,-1.86656,-0.364471,1.12084,-0.0281758,-0.0491166,0.435404,0.288053,0.0307631,-0.0750511,-1.51227,1.15459,-0.225295
2.03534,0.190544,-1.21587,-2.56113,2.08853,0.353885,0.496307,0.723961,0.158422,0.0465902,-1.67269,-1.30649,2.01198,0.549564
1.61631,-0.210185,0.159459,-3.80993,2.28419,0.377403,1.23502,1.1068,-0.819921,0.668188,-2.62046,-0.0549462,1.77372,0.80529
0.722039,-0.794663,0.42379,-3.64142,1.19431,0.0100982,0.155648,0.876512,-1.32337,0.507354,-3.4189,0.483406,0.19278,0.601928
0.185498,-1.09282,0.276408,-3.51675,0.451122,-0.269553,-1.19156,0.288283,-0.801823,0.0748763,-3.68263,0.729519,-0.532089,0.158968
0.110485,-0.603342,0.910185,-3.96082,0.649382,-0.0342368,-1.16217,0.127426,0.543348,0.15496,-2.70947,2.00075,0.142839,0.256934
-0.126943,0.105964,1.33031,-3.47917,0.159417,0.370532,-0.74408,-0.097521,0.863273,-0.497671,-1.19098,2.83709,0.162038,0.64381
0.304955,0.900871,1.60954,-0.98994,-0.345718,0.719117,0.456748,0.277464,1.00426,-0.608978,0.892556,2.52015,0.00718588,0.754342
0.114646,1.04202,1.46622,2.6698,-0.251212,0.543927,1.02987,0.58605,1.14128,-0.294421,2.04415,1.70084,0.00721696,0.570993
-0.884957,1.00093,1.24333,5.409,0.411181,-0.323826,0.640923,0.244984,0.9076,-0.0466932,2.38411,1.15321,0.278461,0.0572009
-0.537192,1.44586,1.36629,5.55388,1.77043,-0.869378,0.222483,0.336939,1.57567,0.072631,2.89658,0.708491,1.28808,-0.0833362
0.626231,1.26897,0.706438,4.80884,2.02697,-0.675727,-0.289904,0.579489,1.77482,-0.201214,2.48498,-0.221042,1.4794,0.18805
1.65972,0.654389,0.0795365,3.80173,0.960355,-0.0387014,0.116658,0.790742,1.13307,0.379094,1.19664,-0.499781,0.610719,0.243686
2.03511,0.195105,0.243411,1.12764,-0.40929,0.482371,0.975451,0.721144,0.358118,0.465241,-0.529467,-0.193202,-0.709372,0.00307282
1.20174,0.0151106,0.243858,-1.35412,-0.777071,0.588025,0.821744,-0.117851,-0.00811226,-0.375712,-0.851719,-0.546158,-1.18072,-0.139254
-0.00773914,-0.176996,-0.404041,-1.63881,-0.393041,0.273045,0.017815,-0.605033,-0.418573,-0.487059,-0.0728173,-1.00052,-0.390321,0.0966301
-0.650975,-0.545699,-0.627679,-0.105432,-1.0786,-0.434523,-0.287165,-0.407575,-1.06669,0.0230549,0.206574,-0.803888,-0.686177,-0.156586
-0.946997,-0.793563,0.3324,0.426129,-0.81857,-0.803613,-0.65538,-0.409312,-0.481169,0.86259,0.906495,0.0548535,-1.46095,-1.04158
-1.36177,-1.35945,0.627031,-1.05113,0.0845177,-0.567825,-2.1066,-0.592668,-0.0217583,0.334058,0.932897,0.589028,-1.59242,-1.38573
-2.00187,-2.00529,-0.392492,-2.35764,-0.603382,-0.317414,-3.23684,-1.04242,-0.987546,-1.30386,-0.900531,-0.184514,-1.81036,-0.987233
-2.4749,-1.9504,-1.11508,-3.37162,-1.15136,-0.440623,-2.56322,-1.65827,-2.09703,-1.50104,-3.58104,-1.27065,-1.51935,-0.398415
-2.2201,-1.22688,-1.04024,-4.52287,-0.841901,-0.675015,-1.21638,-1.58536,-1.95516,-0.755779,-5.80157,-1.32106,-0.857255,0.201519
-0.693867,-0.22186,-0.46574,-3.2363,-0.0294886,-0.448129,-0.416005,-0.479803,-0.418627,0.0590526,-4.21944,-0.66274,-0.0714921,0.591139
0.545747,0.315585,-0.200446,0.623879,0.185486,-0.141365,-0.329468,0.306513,0.678932,0.0156355,0.454765,-0.425829,0.076731,0.307566
0.0976216,0.0840964,-0.713336,3.78395,-0.756019,0.066221,-0.339694,0.271388,0.290064,-0.572449,3.24776,-0.951478,-0.454055,-0.378366
-1.33514,-0.68834,-1.87764,4.44622,-1.26886,0.296705,-0.0734549,0.17852,-0.7459,0.0268646,3.21625,-1.65559,-0.0580408,-0.706525
-2.78388,-1.02479,-2.44943,2.55288,-1.59773,0.150708,0.424108,-0.044271,-1.14092,1.04208,1.68931,-1.50331,0.556425,-0.32364
-2.76692,-0.376005,-1.20534,-0.51778,-2.16424,-0.130226,0.889453,-0.291935,-0.172872,1.23222,-0.0707134,-0.290108,-0.0153574,0.235661
-1.36538,0.052916,0.046065,-1.01597,-2.68372,-0.24751,0.76833,-0.428666,0.409945,0.641325,-0.422776,0.408349,-1.27853,0.156441
0.419812,0.11698,0.53879,3.09831,-2.26956,-0.174332,0.553249,-0.199623,0.314631,0.538111,2.01368,0.0195199,-1.43526,-0.0425723
1.63688,0.0854222,0.7014,5.86471,-0.882294,-0.0849376,-0.0286641,0.277698,0.586595,0.773181,4.2025,-0.294017,-0.734267,0.000122602
2.19642,0.168736,0.334392,3.94365,-0.196493,-0.144243,-0.423592,0.609668,0.516219,0.428101,3.76817,-0.269976,-0.246139,-0.0943138
3.09844,0.964554,0.161852,1.75356,0.0460463,-0.20094,0.635993,1.08607,0.589788,0.36847,2.97744,-0.0274027,0.440259,-0.144112
3.64631,1.39216,0.413299,0.128685,0.48709,-0.0615172,1.60814,1.25807,0.733824,0.264383,1.10015,0.283539,0.668688,-0.0225929
3.69693,1.40201,1.14208,-0.919625,0.664123,0.166603,1.765,1.00019,0.227927,-0.306855,-1.23024,0.281494,0.0560279,-0.0903925
3.98943,2.09067,2.35909,0.296462,0.567665,0.10758,2.41885,1.08246,0.413206,-0.103348,-0.700847,0.624125,-0.350469,-0.627567
3.26573,1.91176,2.81532,1.86985,0.377097,0.046311,2.90053,0.777829,0.662341,0.62836,0.992395,0.932327,-0.618455,-0.974169
1.27372,0.596131,1.7819,2.4772,0.580777,0.16377,1.75349,-0.449966,0.37468,0.503863,1.76914,0.045888,-0.621339,-0.732374
-0.82229,-0.386773,0.516216,0.569812,1.22103,0.133895,-0.199052,-1.29281,0.683897,-0.146236,1.13585,-0.546949,-0.115272,-0.510069
-1.81911,-0.953958,-0.019764,-2.05716,0.985443,0.138194,-1.19081,-1.18528,0.130451,-0.350225,-0.526514,-0.502982,-0.267415,-0.35395
-0.986252,-0.83094,-0.0714234,-2.2839,0.40115,0.257754,-1.09904,-0.761404,-1.01469,-0.406368,-1.52874,-0.697329,-0.440001,-0.0212183
0.145701,-0.424351,-0.215947,-4.98351,0.275468,0.0300133,-1.11511,-0.251855,-1.26383,-0.771084,-3.30595,-0.339324,-0.177054,0.0488838
