L_precuneus,L_supfrontal,L_angular,L_postcingulate,L_mPFC,L_midtemporal,L_antcingulate,R_precuneus,R_supfrontal,R_antcingulate,R_postcingulate,R_angular,R_mPFC,R_midtemporal
-3.55928,-0.26538,-1.14108,-8.13045,0.305404,-0.475089,-0.77679,-1.2627,-0.356072,0.695099,-6.60843,-0.43571,0.0743742,0.110448
-2.77252,-0.782946,-0.709528,-8.32883,-0.0785305,-0.401017,-0.438536,-0.853338,-0.948589,0.42925,-5.9394,0.186558,-0.27187,0.133699
-0.283804,0.0318433,-0.00118355,-3.2572,-0.284123,0.0698152,0.2551,0.402405,-0.207574,-0.613674,-1.97071,0.490906,-0.105958,0.114876
1.35057,0.526557,0.0211136,-0.468265,-0.815514,0.290169,-0.0850084,1.07545,0.052811,-1.51804,0.0603498,0.033061,-0.302542,0.151154
2.10641,0.374499,0.249663,1.00768,-1.37392,0.430889,0.121995,0.944526,-0.131605,-0.634317,1.26948,-0.202234,-0.730031,0.109672
2.11984,0.602217,0.838702,3.88674,-1.05906,0.787178,1.52235,0.792313,0.684734,0.962429,3.62369,0.258235,-0.69836,-0.0979103
1.25597,0.0982577,0.346234,3.99971,0.130699,0.835409,1.05994,0.399942,0.648391,0.851013,3.16536,0.282425,-0.0463082,-0.0290683
-0.291569,-0.862708,-0.586847,1.82983,0.81819,0.662177,-0.725145,-0.682229,-0.319838,-0.480537,0.62444,-0.514575,0.146556,0.279391
-0.622913,-0.742789,-0.26747,2.10887,0.457936,0.17491,-0.638298,-0.961547,-0.445471,-1.12878,0.868467,-0.643089,-0.230435,0.409104
0.614499,-0.250204,0.520699,2.59717,0.157958,-0.532396,0.286253,0.181651,-0.339853,-0.588359,1.81998,-0.114906,-0.394429,0.346797
0.418427,-0.363204,0.22413,0.223494,0.196304,-0.455436,-0.0939122,0.801307,-0.378165,0.0490682,0.407148,-0.0990946,-0.839416,0.203379
-1.19613,-0.00363072,-0.668355,-1.18681,-0.172748,-0.10743,-0.247809,0.402687,0.532139,0.277646,-0.698681,-0.066298,-0.959489,-0.00773269
-1.57617,0.634192,-0.714878,0.19108,-0.667449,-0.224727,0.39215,-0.00125682,1.10398,0.264489,0.183393,0.346508,-0.697443,-0.206648
-0.812263,0.884085,0.0882305,1.66614,-0.613491,-0.19664,0.757592,-0.407083,0.61825,0.3981,0.966349,0.54946,-1.1975,-0.299065
-0.160349,1.16822,0.683976,0.831677,-0.597196,0.0261304,0.875363,-0.401524,0.313611,0.853268,0.148144,0.562752,-1.62413,-0.350699
0.909336,1.17665,0.909177,0.28598,-0.140493,-0.0433109,1.24208,0.0847135,-0.173595,1.0458,-0.708323,0.842124,-0.475372,-0.200242
1.45877,1.32676,0.757731,1.12602,0.732322,-0.260663,1.74489,0.0307968,-0.222595,0.636179,-0.626392,1.06906,0.949108,0.00478374
0.590571,1.56467,-0.387078,0.303747,0.548036,-0.240962,0.741828,0.003939,0.702848,-0.524857,-0.64581,0.200787,1.22261,0.314009
0.0957599,1.45017,-1.43735,-0.303714,0.308121,-0.201741,-0.608916,0.520298,1.54299,-1.06983,-0.308877,-0.641383,1.9246,0.944438
-0.0217185,0.719269,-1.38788,0.242491,0.9618,-0.209429,-1.06632,0.500063,1.09189,-0.675427,0.263457,-0.590166,2.95313,1.26557
-0.94897,-0.670054,-1.08843,0.116033,0.589899,-0.112297,-2.00003,-0.1331,-0.37648,-0.937511,0.432358,-1.09706,1.89161,0.877784
-1.45448,-1.27666,-0.63631,-1.08333,-0.875451,-0.142592,-2.56918,-0.377798,-0.939116,-1.03368,0.0815192,-1.58284,-0.431844,0.212889
-0.978238,-1.07007,-0.0588484,-2.52199,-1.51326,-0.249328,-2.67778,-0.279105,-0.678519,-0.972665,-0.77804,-1.07329,-1.81603,-0.11283
-0.312451,-0.548004,0.474367,-2.20683,-1.2565,-0.133784,-2.06026,-0.213745,-0.377326,-1.43925,-1.08893,-0.274504,-1.87796,-0.0604623
0.152389,-0.346642,0.837122,-1.25732,-0.547818,-0.0432106,-0.440313,-0.237605,-0.566795,-1.00089,-1.23031,0.253959,-0.954387,-0.0809786
-0.947132,-0.749817,0.377927,-1.69948,-0.276769,-0.285804,0.0660146,-1.01069,-1.12121,0.245222,-1.91325,0.279035,-0.446834,-0.325158
-2.81047,-0.771055,-0.504297,-3.02775,-1.13237,-0.420561,-0.328129,-1.72653,-0.804741,1.07775,-2.53454,0.149337,-0.899309,-0.520027
-2.35585,-0.45453,-0.626459,-2.53601,-1.66517,-0.269272,0.00852978,-1.17595,-0.0480314,1.57601,-1.73119,0.060988,-1.084,-0.586092
-0.297506,-0.0391684,0.409695,1.16912,-1.05298,-0.106618,0.982951,-0.417416,0.29204,2.06259,1.19824,0.104399,-0.380654,-0.781353
0.775378,-0.005806,1.50615,4.40508,-0.127458,0.127213,1.1457,-0.202827,0.296304,1.79247,4.07865,0.532937,0.412892,-0.956706
1.08419,0.0534849,1.87045,5.13401,0.593053,0.372948,1.14331,-0.137402,0.8281,1.38201,5.08109,1.26104,0.744073,-0.772031
1.44392,0.852831,1.9512,5.34734,1.07413,0.304591,2.33712,0.0997775,2.01803,2.04086,4.64066,2.07162,1.15848,-0.49579
1.76627,0.943187,1.61555,5.15588,1.78083,0.250442,2.78202,0.322425,1.87167,2.3016,3.42863,2.14764,1.62989,-0.221303
2.13334,0.193342,0.658784,3.91018,2.43468,0.619801,1.58978,0.398396,0.458526,1.49614,2.2642,1.12984,1.60391,0.100753
2.88627,-0.0238846,-0.139282,2.15616,2.17908,0.816053,0.385351,1.06771,-0.308213,0.366935,0.933502,0.204879,1.19052,0.225087
3.49596,-0.0425555,-0.11649,0.372747,1.5208,0.630095,-0.0716133,1.57997,-0.625384,-0.429609,-0.640742,0.0004953,0.807042,0.158885
2.26583,-0.402369,0.10065,-0.171153,0.848009,0.454179,0.104461,0.834813,-0.69527,-0.121895,-0.472724,-0.0472332,0.245609,-0.0639018
-0.27729,-0.806549,-0.473845,0.166887,-0.258942,0.199286,0.00489737,0.331944,-0.281664,0.480795,1.00141,0.226534,-0.215887,-0.154396
-1.30597,-0.804913,-1.18888,-0.216848,-0.936123,0.0214117,-0.68102,0.537812,-0.176926,0.339031,1.34167,0.742158,0.168761,0.216412
-0.449659,-0.518497,-0.904182,-1.21371,-0.503368,0.125042,-1.23234,0.486043,-0.583262,-0.343015,0.604853,0.559512,0.719718,0.736352
0.345537,-0.415027,-0.146454,-1.64793,-0.176644,0.216233,-1.64531,0.414919,-0.571975,-1.14241,0.165668,-0.19113,0.453111,1.01257
-0.0193444,-0.516197,0.0948923,-0.734779,-0.731542,0.237038,-1.54306,0.196094,-0.013593,-1.41071,0.484098,-0.670291,-0.879246,0.867461
-0.612459,-0.944294,-0.1072,-0.00814509,-1.03642,-0.228319,-0.698337,-0.413235,-0.254096,-0.470606,0.531886,-0.540045,-2.02886,-0.160208
-0.498415,-0.767256,-0.213974,-0.328114,-0.562613,-0.869915,1.07379,-0.854423,-0.628881,0.862783,-0.284438,-0.153887,-1.31689,-1.45653
-0.190356,-0.169095,-0.0644716,-1.6747,0.0452954,-0.614356,2.04779,-0.871142,-0.442422,1.00583,-1.72763,-0.0856496,0.15294,-1.28987
-0.573679,-0.359558,0.135467,-2.58693,0.490383,-0.472526,0.666735,-0.93196,-0.720216,0.434459,-2.36838,-0.172613,0.503018,-0.502144
-1.6469,-0.349362,-0.0987596,-0.632931,0.415051,-0.941266,-0.26837,-1.21786,-0.621327,0.325904,-1.03019,-0.308668,0.0240697,-0.484207
-1.70663,-0.0685329,-0.341934,1.46161,0.0893006,-0.792076,0.0871321,-1.30296,0.10522,0.509253,0.475139,-0.389878,-0.445836,-0.332829
-0.613356,-0.360551,0.0668901,0.765093,-0.329906,-0.0937636,0.0181603,-0.680116,0.488005,0.615192,0.983682,-0.138322,-1.08825,0.0810661
0.104525,-0.571114,0.466266,1.53998,-0.817413,0.356293,-0.69091,0.281614,0.246724,0.02045,1.68794,0.0607134,-1.60162,0.116257
0.277568,0.346238,0.786127,5.22612,-1.25332,0.44813,-0.608783,0.703978,0.310495,-1.04928,2.83488,0.158298,-1.3989,0.0862572
0.807382,1.18728,1.54096,5.3175,-1.13772,0.413006,0.789648,0.893923,0.461006,-1.48807,2.57227,0.506457,-0.65573,0.31874
1.75955,1.17917,2.15381,2.97542,-0.0818508,0.340975,1.99532,1.30869,0.233552,-1.01579,1.62926,0.832278,0.41033,0.30748
2.14409,1.01426,1.73076,1.32557,0.791134,0.294159,1.88863,1.80849,0.302213,-0.271711,0.758654,0.659037,1.34226,0.082954
1.75238,0.58231,0.45473,-1.26605,0.924416,0.284723,0.735384,1.79335,0.092487,-0.484767,-0.972445,0.0201199,1.74045,0.16791
0.789543,0.203573,-0.516612,-2.7418,0.621706,0.0779105,-0.0969869,1.24254,-0.134492,-1.03712,-1.78163,-0.445631,1.32208,0.290281
-0.349501,-0.186558,-1.10397,-3.74932,0.518186,-0.287372,-0.968483,0.34458,-0.16078,-1.2991,-2.52311,-0.514532,0.475226,0.462951
